pid,ms_sub_class,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,x1st_flr_sf,x2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,x3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price
x0909425010,x050,rl,NA,15660,pave,none,ir1,lvl,all_pub,corner,gtl,crawfor,norm,norm,one_fam,x1_5fin,7,9,1939,2006,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,312,gd,gd,c_block,ta,ta,no,blq,341,unf,0,457,798,gas_a,ex,y,s_brkr,1137,817,0,1954,0,1,1,1,3,1,gd,8,typ,2,ta,attchd,1939,unf,2,431,ta,ta,y,0,119,150,0,0,0,none,none,none,0,5,2008,wd,normal,311500
x0909425085,x050,rl,70,12392,pave,none,reg,bnk,all_pub,inside,gtl,crawfor,norm,norm,one_fam,x1_5fin,7,9,1950,2000,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,gd,c_block,ta,gd,no,glq,435,unf,0,397,832,gas_a,ex,y,s_brkr,1218,943,0,2161,1,0,2,1,3,1,gd,8,typ,2,ta,attchd,1994,fin,2,506,ta,ta,y,0,96,0,0,0,0,none,none,none,0,4,2008,wd,normal,263400
x0909428170,x020,rl,56,26073,pave,none,ir1,lvl,all_pub,cul_d_sac,gtl,crawfor,norm,norm,one_fam,x1story,5,5,1956,1956,gable,comp_shg,brk_face,metal_sd,none,0,ta,ta,p_conc,ta,ta,no,rec,1116,unf,0,782,1898,gas_a,ex,y,fuse_a,1898,0,0,1898,0,0,2,1,3,1,ta,7,typ,2,ta,attchd,1956,unf,2,484,ta,ta,y,0,51,224,0,0,0,none,mn_prv,none,0,4,2008,wd,normal,236500
x0909428190,x020,rl,NA,14778,pave,none,ir1,low,all_pub,cul_d_sac,gtl,crawfor,pos_n,norm,one_fam,x1story,6,7,1954,2006,hip,comp_shg,hd_board,hd_board,brk_face,72,gd,ta,c_block,ta,ta,no,blq,728,unf,0,568,1296,gas_a,ex,y,s_brkr,1640,0,0,1640,1,0,1,0,3,1,gd,7,typ,1,gd,detchd,1993,unf,2,924,ta,ta,y,108,0,0,216,0,0,none,none,none,0,11,2008,wd,normal,224000
x0909451020,x160,rm,24,1879,pave,none,reg,lvl,all_pub,cul_d_sac,gtl,blueste,norm,norm,twhs_int,x2story,6,6,1980,1980,gable,comp_shg,metal_sd,metal_sd,none,0,ta,ta,c_block,gd,ta,no,glq,366,unf,0,150,516,gas_a,ta,y,s_brkr,516,516,0,1032,0,0,1,0,2,1,ta,5,typ,1,ta,detchd,1980,unf,2,462,ta,ta,y,213,0,0,0,0,0,none,gd_prv,none,0,12,2008,wd,normal,116500
x0909451150,x160,rm,24,1950,pave,none,reg,lvl,all_pub,inside,gtl,blueste,norm,norm,twhs_int,x2story,6,6,1980,1980,gable,comp_shg,metal_sd,metal_sd,none,0,ta,gd,c_block,gd,ta,no,lw_q,81,glq,612,23,716,gas_a,ta,y,s_brkr,716,840,0,1556,1,0,2,1,3,1,ta,6,typ,1,ta,attchd,1980,fin,2,452,ta,ta,y,161,0,0,0,0,0,none,gd_prv,none,0,7,2008,cod,normal,151000
x0910201130,x050,rm,60,6000,pave,none,reg,lvl,all_pub,inside,gtl,idotrr,norm,norm,one_fam,x1_5fin,6,8,1940,2006,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,c_block,fa,ta,no,unf,0,unf,0,720,720,gas_a,gd,y,s_brkr,760,330,0,1090,0,0,1,0,3,1,ta,5,typ,0,none,detchd,1940,unf,1,240,ta,ta,y,0,0,0,0,0,0,none,none,none,0,7,2008,wd,normal,120000
x0910203020,x030,rm,71,6900,pave,none,reg,lvl,all_pub,inside,gtl,idotrr,norm,norm,one_fam,x1story,5,6,1940,1955,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,c_block,ta,ta,no,alq,403,rec,125,212,740,gas_a,ex,y,s_brkr,778,0,0,778,0,0,1,0,2,1,ta,4,typ,1,gd,detchd,1966,fin,1,924,ex,ex,y,0,25,0,0,0,0,none,none,none,0,2,2008,wd,normal,120500
x0910203090,x050,rm,58,8155,pave,none,reg,lvl,all_pub,inside,gtl,idotrr,norm,norm,one_fam,x1_5fin,5,7,1930,1950,gable,comp_shg,wd_sdng,wd_sdng,none,0,ta,ta,c_block,gd,ta,no,unf,0,unf,0,780,780,gas_a,gd,y,fuse_a,780,420,0,1200,0,0,1,0,4,1,ta,7,typ,0,none,none,NA,none,0,0,none,none,y,0,0,96,0,0,0,none,none,none,0,7,2008,wd,normal,119000
x0910205010,x080,rm,75,6000,pave,none,reg,lvl,all_pub,inside,gtl,idotrr,norm,norm,one_fam,s_lvl,5,5,1967,1967,hip,comp_shg,hd_board,plywood,none,0,fa,ta,c_block,gd,ta,mn,rec,257,unf,0,367,624,gas_a,ex,y,s_brkr,1092,564,0,1656,0,0,1,1,3,1,ta,7,mod,1,po,attchd,1967,unf,1,288,ta,ta,y,0,180,0,0,100,0,none,mn_prv,none,0,7,2008,wd,normal,126000
x0910206110,x030,rm,60,7392,pave,none,reg,lvl,all_pub,inside,gtl,idotrr,norm,norm,one_fam,x1story,5,7,1930,1995,gable,comp_shg,wd_sdng,wd_sdng,none,0,ta,ta,brk_til,ta,ta,no,unf,0,unf,0,520,520,gas_a,ta,y,fuse_a,912,0,0,912,0,0,1,0,2,1,ta,5,typ,0,none,detchd,1934,r_fn,1,360,ta,ta,y,0,90,0,0,0,0,none,none,none,0,5,2008,wd,normal,99500
x0910251050,x020,a,80,14584,pave,none,reg,low,all_pub,inside,mod,idotrr,norm,norm,one_fam,x1story,1,5,1952,1952,gable,comp_shg,asb_shng,vinyl_sd,none,0,fa,po,slab,none,none,none,none,0,none,0,0,0,wall,po,n,fuse_a,733,0,0,733,0,0,1,0,2,1,fa,4,sal,0,none,attchd,1952,unf,2,487,fa,po,n,0,0,0,0,0,0,none,none,none,0,2,2008,wd,abnorml,13100
x0911102170,x070,c,50,8500,pave,pave,reg,lvl,all_pub,inside,gtl,idotrr,feedr,norm,one_fam,x2story,4,4,1920,1950,gambrel,comp_shg,brk_face,brk_face,none,0,ta,fa,brk_til,ta,ta,no,unf,0,unf,0,649,649,gas_a,ta,n,s_brkr,649,668,0,1317,0,0,1,0,3,1,ta,6,typ,0,none,detchd,1920,unf,1,250,ta,fa,n,0,54,172,0,0,0,none,mn_prv,none,0,7,2008,wd,normal,40000
x0911226010,x030,c,120,18000,grvl,none,reg,low,all_pub,inside,gtl,idotrr,norm,norm,one_fam,x1story,3,4,1935,1950,gable,comp_shg,metal_sd,metal_sd,none,0,fa,ta,c_block,ta,ta,no,unf,0,unf,0,894,894,gas_a,ta,y,s_brkr,894,0,0,894,0,0,1,0,2,1,ta,6,typ,0,none,detchd,1994,r_fn,3,1248,ta,ta,y,0,20,0,0,0,0,none,none,shed,560,8,2008,con_ld,normal,81000
x0911226030,x070,c,60,9000,grvl,none,reg,bnk,all_pub,inside,gtl,idotrr,norm,norm,one_fam,x2story,4,6,1920,1950,gable,comp_shg,metal_sd,metal_sd,none,0,ta,ta,stone,fa,fa,mn,unf,0,unf,0,592,592,gas_a,ex,y,s_brkr,432,432,0,864,0,0,1,1,3,1,fa,5,min2,0,none,detchd,1920,unf,1,216,fa,fa,n,0,30,160,0,0,0,none,none,none,0,6,2008,wd,normal,65000
x0911370490,x120,rm,44,3843,pave,none,ir1,hls,all_pub,inside,mod,crawfor,norm,norm,twhs_ext,x1story,8,5,2007,2008,hip,comp_shg,cemnt_bd,cment_bd,stone,186,ex,ta,p_conc,ex,ta,gd,glq,1476,unf,0,120,1596,gas_a,ex,y,s_brkr,1648,0,0,1648,1,1,2,0,2,1,ex,5,typ,1,gd,attchd,2007,fin,2,525,ta,ta,y,162,53,0,153,0,0,none,none,none,0,8,2008,new,partial,294464
x0911370540,x120,rm,44,3842,pave,none,ir1,hls,all_pub,inside,mod,crawfor,norm,norm,twhs_ext,x1story,8,5,2004,2005,hip,comp_shg,cemnt_bd,cment_bd,stone,174,gd,ta,p_conc,ex,ta,gd,glq,1373,unf,0,221,1594,gas_a,ex,y,s_brkr,1646,0,0,1646,1,1,2,0,2,1,gd,5,typ,1,gd,attchd,2004,fin,2,482,ta,ta,y,128,53,0,0,155,0,none,none,none,0,1,2008,wd,normal,275000
x0914453045,x020,rl,NA,23730,pave,none,ir2,lvl,all_pub,inside,gtl,mitchel,norm,norm,one_fam,x1story,7,5,1996,1997,gable,comp_shg,metal_sd,metal_sd,brk_face,668,gd,ta,p_conc,ex,ta,mn,glq,700,unf,0,1140,1840,gas_a,ex,y,s_brkr,2032,0,0,2032,1,0,3,0,3,1,gd,7,typ,0,none,attchd,1996,fin,3,786,ta,ta,y,0,46,192,0,0,0,none,none,none,0,9,2008,wd,normal,300000
x0914465060,x020,rl,NA,13265,pave,none,ir1,lvl,all_pub,cul_d_sac,gtl,mitchel,norm,norm,one_fam,x1story,8,5,2002,2002,hip,comp_shg,cemnt_bd,cment_bd,brk_face,148,gd,ta,p_conc,gd,ta,no,glq,1218,unf,0,350,1568,gas_a,ex,y,s_brkr,1689,0,0,1689,1,0,2,0,3,1,gd,7,typ,2,gd,attchd,2002,r_fn,3,857,ta,ta,y,150,59,0,0,0,0,none,none,none,0,7,2008,wd,normal,271000
x0914467050,x060,rl,NA,11050,pave,none,reg,lvl,all_pub,inside,gtl,mitchel,norm,norm,one_fam,x2story,7,5,1996,1997,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,p_conc,gd,ta,mn,unf,0,unf,0,910,910,gas_a,ex,y,s_brkr,910,910,0,1820,0,0,2,1,3,1,gd,8,typ,1,ta,attchd,1996,unf,3,816,ta,ta,y,318,32,0,0,0,0,none,none,none,0,9,2008,wd,normal,213000
x0914475020,x080,rl,76,9880,pave,none,reg,lvl,all_pub,inside,gtl,mitchel,norm,norm,one_fam,s_lvl,6,6,1977,1977,gable,comp_shg,plywood,plywood,none,0,ta,ta,c_block,ta,ta,av,alq,522,unf,0,574,1096,gas_a,ta,y,s_brkr,1118,0,0,1118,1,0,1,0,3,1,ta,6,typ,1,po,attchd,1977,fin,1,358,ta,ta,y,203,0,0,0,0,576,gd,gd_prv,none,0,7,2008,wd,normal,171000
x0914476010,x020,rl,75,10125,pave,none,reg,lvl,all_pub,inside,gtl,mitchel,norm,norm,one_fam,x1story,6,6,1977,1977,gable,comp_shg,plywood,plywood,none,0,ta,ta,c_block,ta,ta,no,alq,641,lw_q,279,276,1196,gas_a,ta,y,s_brkr,1279,0,0,1279,0,1,2,0,3,1,ta,6,typ,2,fa,detchd,1980,unf,2,473,ta,ta,y,238,83,0,0,0,0,none,mn_prv,none,0,2,2008,wd,normal,171500
x0914476080,x090,rl,76,10260,pave,none,reg,lvl,all_pub,inside,gtl,mitchel,norm,norm,duplex,x2story,5,4,1976,1976,gable,comp_shg,plywood,plywood,none,0,ta,ta,c_block,none,none,none,none,0,none,0,0,0,gas_a,ta,y,s_brkr,936,936,0,1872,0,0,2,2,4,2,ta,8,typ,0,none,attchd,1976,unf,2,484,ta,ta,y,0,0,0,0,0,0,none,none,none,0,11,2008,wd,abnorml,100000
x0916125425,x190,rl,NA,164660,grvl,none,ir1,hls,all_pub,corner,sev,timber,norm,norm,two_fam,x1_5fin,5,6,1965,1965,gable,comp_shg,plywood,plywood,none,0,ta,ta,c_block,ta,ta,gd,alq,1249,blq,147,103,1499,gas_a,ex,y,s_brkr,1619,167,0,1786,2,0,2,0,3,1,ta,7,typ,2,gd,attchd,1965,fin,2,529,ta,ta,y,670,0,0,0,0,0,none,none,shed,700,8,2008,wd,normal,228950
x0916226030,x120,rl,42,4084,pave,none,ir1,lvl,all_pub,inside,gtl,timber,norm,norm,twhs_ext,x1story,7,6,1986,1986,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,340,gd,ta,c_block,gd,ta,av,glq,893,unf,0,384,1277,gas_a,gd,y,s_brkr,1501,0,0,1501,1,0,2,0,2,1,gd,6,typ,1,ta,attchd,1986,fin,2,512,ta,ta,y,240,0,0,0,0,0,none,none,none,0,7,2008,wd,normal,241500
x0916325080,x020,rl,NA,15498,pave,none,ir1,lvl,all_pub,corner,gtl,timber,norm,norm,one_fam,x1story,8,6,1976,1976,hip,wd_shake,stone,hd_board,none,0,gd,ta,c_block,gd,ta,av,alq,1165,lw_q,400,0,1565,gas_a,ta,y,s_brkr,2898,0,0,2898,1,0,2,0,2,1,gd,10,typ,1,gd,attchd,1976,fin,2,665,ta,ta,y,0,72,174,0,0,0,none,none,none,0,5,2008,cod,abnorml,287000
x0916380060,x020,rl,74,11563,pave,none,ir1,hls,all_pub,inside,gtl,timber,norm,norm,one_fam,x1story,8,5,2006,2007,hip,comp_shg,vinyl_sd,vinyl_sd,stone,258,gd,ta,p_conc,ex,ta,gd,glq,1036,unf,0,482,1518,gas_a,ex,y,s_brkr,1537,0,0,1537,1,0,2,0,3,1,gd,8,typ,0,none,attchd,2007,fin,3,788,ta,ta,y,0,26,0,0,0,0,none,none,none,0,4,2008,wd,normal,294000
x0916386080,x080,rl,73,9735,pave,none,reg,lvl,all_pub,inside,gtl,timber,norm,norm,one_fam,s_lvl,5,5,2006,2007,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,p_conc,gd,ta,no,unf,0,unf,0,384,384,gas_a,gd,y,NA,754,640,0,1394,0,0,2,1,3,1,gd,7,typ,0,none,built_in,2007,fin,2,400,ta,ta,y,100,0,0,0,0,0,none,none,none,0,5,2008,wd,normal,167500
x0916386180,x060,rl,81,12018,pave,none,ir1,hls,all_pub,corner,gtl,timber,norm,norm,one_fam,x2story,7,5,2008,2008,gable,comp_shg,vinyl_sd,vinyl_sd,stone,60,gd,ta,p_conc,gd,ta,av,unf,0,unf,0,796,796,gas_a,ex,y,s_brkr,796,816,0,1612,0,0,2,1,3,1,gd,6,typ,0,none,attchd,2008,fin,3,666,ta,ta,y,0,64,0,0,0,0,none,none,none,0,10,2008,new,partial,218689
x0916402015,x020,rl,75,12890,pave,none,ir1,lvl,all_pub,inside,gtl,timber,norm,norm,one_fam,x1story,6,5,1989,1989,gable,comp_shg,wd_sdng,wd_sdng,brk_face,128,ta,ta,c_block,gd,ta,no,unf,0,unf,0,1495,1495,gas_a,ex,y,s_brkr,1495,0,0,1495,0,0,2,0,3,1,ta,8,typ,1,ta,attchd,1989,unf,2,438,ta,ta,y,252,0,192,0,0,0,none,none,none,0,7,2008,wd,normal,150000
x0916402115,x020,rl,47,12416,pave,none,ir1,lvl,all_pub,inside,gtl,timber,norm,norm,one_fam,x1story,6,5,1986,1986,gable,comp_shg,vinyl_sd,plywood,stone,132,ta,ta,c_block,gd,fa,no,alq,1398,lw_q,208,0,1606,gas_a,ta,y,s_brkr,1651,0,0,1651,1,0,2,0,3,1,ta,7,min2,1,ta,attchd,1986,fin,2,616,ta,ta,y,192,0,0,0,0,0,none,none,none,0,11,2008,wd,normal,184000
x0916402215,x020,rl,93,18265,pave,none,reg,lvl,all_pub,corner,gtl,timber,norm,norm,one_fam,x1story,6,5,1986,1986,gable,comp_shg,plywood,hd_board,brk_face,228,gd,gd,c_block,gd,gd,av,glq,920,rec,60,276,1256,gas_a,ex,y,s_brkr,1256,0,0,1256,0,0,2,0,3,1,gd,6,typ,1,fa,attchd,1986,unf,2,578,ta,ta,y,282,0,0,0,0,0,none,none,none,0,3,2008,wd,normal,180000
x0916403230,x080,rl,85,10200,pave,none,reg,lvl,all_pub,inside,gtl,timber,norm,norm,one_fam,s_lvl,6,5,1988,1989,gable,comp_shg,hd_board,hd_board,brk_face,219,gd,ta,c_block,gd,ta,av,glq,783,unf,0,678,1461,gas_a,ex,y,s_brkr,1509,0,0,1509,1,0,2,0,3,1,gd,5,typ,1,fa,attchd,1988,r_fn,2,600,ta,ta,y,224,0,0,0,0,0,none,none,none,0,8,2008,wd,abnorml,175000
x0916455120,x020,rl,82,11202,pave,none,ir1,lvl,all_pub,inside,gtl,timber,norm,norm,one_fam,x1story,8,5,2003,2003,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,206,gd,ta,p_conc,ex,ta,av,glq,1029,unf,0,403,1432,gas_a,ex,y,s_brkr,1440,0,0,1440,1,0,2,0,3,1,gd,7,typ,1,ta,attchd,2003,fin,2,467,ta,ta,y,185,95,0,0,0,0,none,none,none,0,6,2008,wd,normal,232500
x0916460060,x020,rl,NA,7915,pave,none,ir1,lvl,all_pub,inside,gtl,timber,norm,norm,one_fam,x1story,6,5,1999,2000,hip,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,ex,ta,mn,glq,1223,unf,0,443,1666,gas_a,ex,y,s_brkr,1675,0,0,1675,1,0,2,0,3,1,gd,6,typ,0,none,attchd,1999,r_fn,2,435,ta,ta,y,165,52,0,0,0,0,none,none,none,0,12,2008,wd,normal,195000
x0916477020,x060,rl,85,12244,pave,none,reg,lvl,all_pub,inside,gtl,timber,norm,norm,one_fam,x2story,8,5,2003,2003,hip,comp_shg,vinyl_sd,vinyl_sd,stone,226,gd,ta,p_conc,gd,ta,gd,glq,871,unf,0,611,1482,gas_a,ex,y,s_brkr,1482,780,0,2262,1,0,2,1,4,1,gd,10,typ,2,gd,attchd,2003,fin,3,749,ta,ta,y,168,0,0,0,0,0,none,none,none,0,8,2008,wd,normal,305000
x0921201060,x020,rl,85,11447,pave,none,ir1,lvl,all_pub,inside,gtl,timber,norm,norm,one_fam,x1story,8,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,674,gd,ta,p_conc,ex,ta,av,glq,1571,unf,0,393,1964,gas_a,ex,y,s_brkr,1964,0,0,1964,1,0,2,1,3,1,gd,7,typ,1,gd,attchd,2005,fin,3,892,ta,ta,y,0,265,0,0,0,0,none,none,none,0,6,2008,wd,normal,370000
x0923202015,x090,rm,78,7060,pave,none,reg,lvl,all_pub,inside,gtl,mitchel,norm,norm,duplex,s_foyer,7,5,1997,1998,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,200,ta,gd,p_conc,gd,gd,gd,glq,1309,unf,0,35,1344,gas_a,ex,y,s_brkr,1344,0,0,1344,2,0,2,0,2,2,ta,8,typ,0,none,attchd,1997,fin,4,784,ta,ta,y,0,0,0,0,0,0,none,none,none,0,11,2008,wd,alloca,206300
x0923203140,x120,rm,32,4500,pave,none,reg,lvl,all_pub,fr2,gtl,mitchel,norm,norm,twhs_ext,x1story,6,5,1997,1997,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,197,ta,ta,p_conc,ex,ta,no,glq,864,unf,0,325,1189,gas_a,ex,y,s_brkr,1189,0,0,1189,1,0,2,0,2,1,ta,4,typ,0,none,attchd,1997,r_fn,2,392,ta,ta,y,0,122,0,0,0,0,none,none,none,0,4,2008,wd,normal,160500
x0923225080,x120,rm,NA,4224,pave,none,reg,lvl,all_pub,inside,gtl,meadow_v,norm,norm,twhs_ext,x1story,5,6,1975,1975,gable,comp_shg,cemnt_bd,cment_bd,none,0,ta,ta,p_conc,gd,ta,no,glq,769,unf,0,271,1040,gas_a,gd,y,s_brkr,1040,0,0,1040,0,0,1,0,3,1,ta,6,typ,0,none,attchd,1975,unf,2,499,ta,ta,y,0,100,0,0,0,0,none,none,none,0,6,2008,wd,normal,124000
x0923225310,x180,rm,21,1974,pave,none,reg,lvl,all_pub,inside,gtl,meadow_v,norm,norm,twhs_int,s_foyer,4,7,1973,2006,gable,comp_shg,cemnt_bd,cment_bd,none,0,ta,gd,c_block,gd,ta,av,glq,501,unf,0,25,526,gas_a,gd,y,s_brkr,526,462,0,988,1,0,1,0,2,1,ta,5,typ,0,none,built_in,1973,r_fn,1,297,ta,ta,y,120,101,0,0,0,0,none,none,none,0,6,2008,wd,normal,105000
x0923228420,x180,rm,21,1890,pave,none,reg,lvl,all_pub,inside,gtl,meadow_v,norm,norm,twhs_int,s_foyer,4,7,1972,1972,gable,comp_shg,cemnt_bd,cment_bd,none,0,ta,gd,c_block,gd,ta,av,alq,495,unf,0,135,630,gas_a,gd,y,s_brkr,630,0,0,630,1,0,1,0,1,1,ta,3,typ,0,none,none,NA,none,0,0,none,none,y,88,0,0,0,0,0,none,none,none,0,6,2008,wd,normal,81000
x0923252100,x020,rl,59,6490,pave,none,reg,lvl,all_pub,inside,gtl,mitchel,norm,norm,one_fam,x1story,5,7,1983,1983,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,gd,c_block,ta,ta,no,glq,534,unf,0,282,816,gas_a,ex,y,s_brkr,816,0,0,816,0,1,1,0,2,1,ta,4,typ,0,none,attchd,1983,unf,1,264,ta,ta,y,315,0,0,0,0,0,none,gd_wo,none,0,4,2008,wd,normal,128500
x0923275090,x020,rl,37,6951,pave,none,ir1,lvl,all_pub,cul_d_sac,gtl,mitchel,norm,norm,one_fam,x1story,5,5,1984,1985,gable,comp_shg,hd_board,plywood,none,0,ta,ta,c_block,ta,ta,no,alq,658,unf,0,218,876,gas_a,ta,y,s_brkr,923,0,0,923,1,0,1,0,3,1,ta,5,typ,0,none,attchd,1984,unf,1,264,ta,ta,y,362,0,0,0,0,0,none,mn_prv,none,0,10,2008,wd,normal,119500
x0923277040,x020,rl,60,6600,pave,none,reg,lvl,all_pub,inside,gtl,mitchel,norm,norm,one_fam,x1story,5,8,1982,2003,gable,comp_shg,hd_board,hd_board,none,0,ta,gd,p_conc,ta,gd,no,glq,816,unf,0,0,816,gas_a,ex,y,s_brkr,816,0,0,816,1,0,1,0,2,1,ta,4,typ,0,none,detchd,1985,fin,2,816,ta,ta,y,0,0,0,0,0,0,none,none,none,0,6,2008,wd,normal,138000
x0923277080,x020,rl,60,6600,pave,none,reg,lvl,all_pub,inside,gtl,mitchel,norm,norm,one_fam,x1story,5,6,1982,2005,gable,comp_shg,hd_board,plywood,none,0,ta,ta,c_block,ta,ta,no,glq,638,unf,0,207,845,gas_a,gd,y,s_brkr,845,0,0,845,0,0,1,0,3,1,gd,6,typ,0,none,attchd,1982,unf,1,264,ta,ta,y,0,0,0,0,0,0,none,none,none,0,7,2008,wd,normal,134500
x0923400040,x050,rl,75,12508,pave,none,ir1,lvl,all_pub,inside,gtl,mitchel,norm,norm,one_fam,x1_5fin,6,7,1940,1985,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,c_block,gd,ta,mn,alq,660,unf,0,323,983,gas_a,ex,y,s_brkr,983,767,0,1750,1,0,2,0,4,1,ta,7,mod,0,none,attchd,1989,unf,1,423,ta,ta,y,245,0,156,0,0,0,none,none,shed,1300,7,2008,wd,normal,160000
x0923426010,x020,rl,74,12395,pave,none,reg,lvl,all_pub,corner,gtl,mitchel,norm,norm,one_fam,x1story,5,6,1984,1984,gable,comp_shg,hd_board,plywood,none,0,ta,ta,c_block,ta,ta,no,alq,647,unf,0,217,864,gas_a,ta,y,s_brkr,889,0,0,889,0,0,1,0,3,1,ta,6,typ,0,none,attchd,1984,unf,2,484,ta,ta,y,0,0,0,0,0,0,none,none,none,0,4,2008,wd,normal,137500
x0924100020,x060,rl,NA,11075,pave,none,ir1,lvl,all_pub,inside,mod,mitchel,norm,norm,one_fam,x2story,5,4,1969,1969,gable,comp_shg,hd_board,hd_board,brk_face,232,ta,ta,c_block,ta,ta,av,alq,562,lw_q,193,29,784,gas_a,ex,y,s_brkr,1168,800,0,1968,0,1,2,1,4,1,ta,7,min2,1,po,attchd,1969,r_fn,2,530,ta,ta,y,305,189,0,0,0,0,none,mn_prv,shed,400,9,2008,wd,normal,172000
x1007100110,x070,i,NA,56600,pave,none,ir1,low,all_pub,inside,gtl,idotrr,norm,norm,one_fam,x2_5unf,5,1,1900,1950,hip,comp_shg,wd_sdng,wd_sdng,none,0,ta,ta,brk_til,ta,ta,no,unf,0,unf,0,686,686,gas_a,ex,y,s_brkr,1150,686,0,1836,0,0,2,0,4,1,ta,7,maj1,0,none,detchd,1900,unf,1,288,ta,fa,n,0,0,0,0,0,0,none,none,none,0,1,2008,wd,normal,103000
x0526355190,x020,rl,95,15865,pave,none,ir1,lvl,all_pub,inside,mod,n_ames,norm,norm,one_fam,x1story,8,6,1970,1970,flat,tar_grv,wd_sdng,wd_sdng,none,0,gd,gd,p_conc,ta,gd,gd,alq,351,rec,823,1043,2217,gas_a,ex,y,s_brkr,2217,0,0,2217,1,0,2,0,4,1,gd,8,typ,1,ta,attchd,1970,unf,2,621,ta,ta,y,81,207,0,0,224,0,none,none,none,0,10,2007,wd,normal,268000
x0527107040,x060,rl,NA,10364,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,6,5,1995,1996,gable,comp_shg,metal_sd,metal_sd,none,0,ta,ta,p_conc,gd,ta,no,unf,0,unf,0,806,806,gas_a,gd,y,s_brkr,806,766,0,1572,0,0,2,1,3,1,ta,7,typ,1,ta,built_in,1995,fin,2,373,ta,ta,y,0,40,0,0,0,0,none,none,none,0,5,2007,wd,normal,168000
x0527110080,x060,rl,NA,13869,pave,none,ir2,lvl,all_pub,corner,gtl,gilbert,norm,norm,one_fam,x2story,6,6,1997,1997,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,p_conc,gd,ta,av,glq,182,unf,0,612,794,gas_a,gd,y,s_brkr,794,676,0,1470,0,1,2,0,3,1,ta,6,typ,0,none,attchd,1997,fin,2,388,ta,ta,y,0,75,0,0,0,0,none,none,none,0,7,2007,wd,normal,177000
x0527110120,x060,rl,57,8773,pave,none,ir1,hls,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,6,5,1997,1997,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,p_conc,gd,ta,av,unf,0,unf,0,916,916,gas_a,gd,y,s_brkr,916,684,0,1600,0,0,2,1,3,1,ta,7,typ,1,ta,attchd,1997,fin,2,460,ta,ta,y,100,38,0,0,0,0,none,none,none,0,8,2007,wd,normal,169000
x0527110130,x080,rl,56,8872,pave,none,ir1,hls,all_pub,inside,gtl,gilbert,norm,norm,one_fam,s_lvl,6,5,1997,1997,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,p_conc,gd,ta,no,unf,0,unf,0,384,384,gas_a,gd,y,s_brkr,754,630,0,1384,0,0,2,1,3,1,ta,7,typ,1,ta,built_in,1997,fin,2,390,ta,ta,y,0,0,0,0,0,0,none,none,none,0,3,2007,wd,normal,161500
x0527126030,x120,rl,41,5330,pave,none,reg,lvl,all_pub,inside,gtl,stone_br,norm,norm,twhs_ext,x1story,8,5,2000,2000,gable,comp_shg,cemnt_bd,cment_bd,none,0,gd,ta,p_conc,gd,ta,av,glq,1196,unf,0,298,1494,gas_a,ex,y,s_brkr,1652,0,0,1652,1,0,2,0,2,1,ex,6,typ,0,none,attchd,2000,r_fn,2,499,ta,ta,y,96,48,0,0,0,0,none,none,none,0,8,2007,wd,normal,251000
