name,nationality,age,weight,dribbling,interceptions,heading_accuracy,reactions,balance,jumping,stamina,strength,composure,preferred_foot,international_reputation,work_rate,position,overall
c_gentner,germany,32,179,69,77,78,76,48,61,85,79,79,right,2,high_high,mf,77
f_dimarco,italy,20,165,62,58,58,59,71,57,68,58,59,left,1,high_medium,df,64
n_bandiera,argentina,28,143,68,17,57,68,83,61,61,38,50,right,1,high_low,mf,65
b_mwila,zambia,24,165,57,21,60,59,56,62,59,68,48,right,1,medium_medium,st,62
e_zukanovi_a_a,bosnia_herzegovina,31,187,50,73,78,73,39,52,66,84,75,left,2,low_high,df,75
r_gikiewicz,poland,30,179,18,12,39,67,40,66,20,68,31,right,1,medium_medium,gk,73
n_mbouhom,cameroon,19,181,73,20,47,54,78,59,54,53,56,left,1,medium_medium,st,60
e_rashani,kosovo,25,157,69,43,53,62,63,58,67,63,68,left,1,medium_medium,am,68
gay_af_a,spain,23,146,77,74,52,82,83,54,83,61,67,left,2,high_medium,df,80
babanco,cape_verde,32,154,70,69,58,70,71,72,74,74,70,left,1,medium_medium,dm,71
j_maja,england,19,163,61,14,59,62,64,55,60,61,52,right,1,medium_medium,st,65
g_kilama,cameroon,19,157,53,57,49,49,62,72,59,56,49,left,1,medium_high,df,58
a_a_a_porar,slovenia,24,181,70,11,65,54,66,71,72,67,68,right,1,medium_low,st,69
m_bani,italy,24,172,50,65,65,63,44,75,63,79,59,right,1,medium_high,df,67
d_lyness,england,26,168,13,12,12,48,49,46,29,55,23,right,1,medium_medium,gk,57
f_akammadu,italy,19,185,50,14,60,49,68,67,54,63,45,right,1,high_low,st,57
a_zabani,saudi_arabia,21,148,43,52,40,51,84,60,48,62,49,right,1,low_high,dm,54
m_pedersen,norway,28,176,61,36,68,70,69,79,68,84,67,right,1,high_medium,st,70
a_gudj_af_a3nsson,norway,19,165,28,50,56,49,58,72,52,66,42,right,1,medium_medium,df,55
luis_garc_af_a_a,spain,37,143,69,71,61,65,72,54,64,60,79,right,1,medium_medium,mf,71
r_danz_af_a_c,france,31,161,69,77,66,70,67,63,65,72,76,right,2,medium_medium,df,72
t_diagouraga,france,31,159,62,69,64,59,58,34,76,78,69,right,1,medium_high,mf,65
w_kanon,ivory_coast,24,187,61,68,68,63,51,74,73,84,63,left,1,medium_medium,df,73
yun_ju_tae,korea_republic,28,172,58,23,54,61,71,84,59,66,61,right,1,medium_medium,st,61
j_gim_af_a_c_nez,uruguay,23,176,47,85,81,76,43,92,67,85,73,right,2,medium_high,df,84
c_alz_af_a_te,colombia,30,139,66,22,31,62,92,90,72,37,64,right,1,medium_medium,am,68
m_dos_santos,argentina,28,168,39,71,67,66,61,79,67,78,68,right,1,medium_medium,df,70
l_l_af_a3pez,mexico,24,143,63,66,58,64,76,65,71,61,66,right,1,high_medium,mf,67
r_healey,england,23,159,56,15,55,53,72,62,53,56,50,right,1,high_medium,am,62
aday_ben_af_a_tez,spain,30,165,77,71,63,75,68,35,79,55,60,right,1,high_medium,df,76
c_buonaiuto,italy,25,150,70,30,55,66,65,69,72,54,63,right,1,high_medium,am,70
m_heller,germany,32,154,78,20,56,69,80,65,73,58,64,right,2,high_medium,mf,73
verdasca,portugal,21,179,49,63,68,58,60,81,72,78,50,right,1,high_high,df,70
e_hajri,tunisia,35,163,62,68,64,67,59,70,70,78,61,right,1,medium_medium,df,65
s_adekugbe,canada,23,165,63,60,58,57,74,82,84,69,59,left,1,high_medium,df,66
a_modiba,south_africa,22,154,74,42,59,48,82,38,66,51,71,left,1,high_medium,am,68
b_c_af_a3rdoba,colombia,25,163,68,24,31,57,65,49,65,63,53,left,1,medium_medium,am,61
p_m_af_a_schl,austria,25,150,67,33,50,63,85,73,62,57,62,right,1,medium_medium,am,66
p_lasogga,germany,26,194,60,29,81,73,39,73,58,88,76,right,2,medium_medium,st,72
avto,georgia,26,154,75,27,52,70,70,46,62,61,69,right,1,medium_medium,am,68
n_kreuzer,germany,25,168,66,58,41,62,79,79,90,58,57,right,1,high_medium,df,68
u_ceylan,turkey,32,187,13,26,15,60,41,74,29,61,47,left,1,medium_medium,gk,69
zhang_chong,china_pr,30,176,16,12,20,59,35,41,28,26,56,right,1,medium_medium,gk,58
j_marcinkowski,united_states,21,185,15,11,15,42,45,61,27,58,37,right,1,medium_medium,gk,60
l_sercombe,england,28,152,66,55,56,59,71,63,84,72,62,right,1,high_medium,mf,67
t_holland,republic_of_ireland,20,165,11,21,20,52,51,59,34,52,39,right,1,medium_medium,gk,54
d_webster,republic_of_ireland,28,172,48,52,57,47,32,48,46,76,55,right,1,low_medium,df,58
c_akono,germany,18,174,51,26,61,62,53,62,60,69,61,left,1,medium_medium,st,57
f_dionisi,italy,31,150,68,30,67,72,68,74,72,63,73,right,2,high_medium,st,73
g_banaziak,france,21,150,10,7,10,44,47,63,26,50,38,right,1,medium_medium,gk,58
v_xenopoulos,greece,20,183,10,10,12,54,45,61,45,68,46,right,1,medium_medium,gk,60
l_vilsvik,norway,29,161,62,63,66,62,71,73,84,70,66,right,1,medium_medium,df,67
y_chibsah,ghana,25,172,69,75,60,74,83,65,89,69,63,right,1,medium_high,mf,71
j_hildebrandt,germany,21,168,59,58,55,60,68,70,73,66,54,right,1,medium_medium,dm,61
d_widgren,sweden,24,165,61,63,58,67,62,71,75,60,63,left,1,medium_medium,df,66
jefferson_santos,brazil,25,187,59,73,66,69,37,67,53,88,78,right,1,medium_high,dm,70
c_erkin,turkey,29,159,80,70,62,78,70,79,85,66,77,left,2,high_medium,df,76
h_akbunar,turkey,24,134,71,33,37,63,72,38,59,30,55,left,1,high_low,mf,68
j_mc_carthy,england,22,176,61,61,60,61,63,78,89,76,58,right,1,high_high,df,67
f_bednarek,poland,25,179,14,22,17,64,58,56,45,70,55,right,1,medium_medium,gk,68
j_su_af_a_rez,colombia,20,141,51,18,53,52,81,65,63,39,51,right,1,medium_medium,st,54
w_thomas,england,31,168,59,29,64,66,78,81,78,74,57,right,1,high_medium,st,65
d_peitz,germany,33,201,34,70,76,59,28,29,67,93,62,left,1,low_high,dm,66
j_rodr_af_a_guez,mexico,25,176,15,15,20,56,68,72,41,62,39,right,1,medium_medium,gk,58
d_murphy,republic_of_ireland,23,157,53,44,52,46,60,71,58,58,49,right,1,medium_medium,mf,52
t_hiariej,netherlands,29,163,67,66,62,67,69,80,76,70,66,right,1,medium_high,dm,70
sidnei,brazil,28,194,59,80,75,75,38,79,68,90,71,right,2,high_medium,df,79
i_djuric,switzerland,29,170,42,55,67,65,64,55,60,68,55,right,1,medium_medium,df,61
d_tarasov,russia,31,185,69,74,78,69,43,75,74,86,72,right,1,medium_medium,dm,75
l_wackerle,austria,22,185,14,9,10,33,57,55,27,64,22,right,1,medium_medium,gk,55
a_arregui,argentina,25,163,62,67,68,55,69,82,82,69,62,right,1,low_high,mf,66
m_al_dhafeeri,saudi_arabia,19,130,49,37,39,48,77,57,63,32,41,right,1,medium_medium,st,50
o_bouy,netherlands,25,174,67,65,66,62,55,57,62,66,58,left,1,medium_medium,df,66
m_alphonse,france,28,165,62,65,60,59,63,85,74,61,62,right,1,high_high,df,68
s_sama,germany,25,192,29,54,65,54,50,65,52,81,55,right,1,medium_medium,df,63
m_aguirregaray,uruguay,29,172,70,68,68,71,69,63,73,74,69,right,1,medium_medium,df,73
yeun_jong_gyu,korea_republic,20,141,52,56,49,61,69,65,60,58,47,right,1,high_high,mf,60
b_corr,republic_of_ireland,33,174,47,39,68,68,48,72,41,79,64,right,1,medium_low,st,63
j_maxted,england,24,157,15,20,20,43,63,47,37,54,39,right,1,medium_medium,gk,59
willian,brazil,29,172,88,55,31,82,79,41,85,60,79,right,3,high_high,am,84
christian_rivera,spain,20,192,65,70,60,65,62,69,73,70,66,right,1,medium_high,dm,70
pablo_mar_af_a,spain,24,192,41,66,72,65,37,64,66,85,62,left,1,medium_medium,df,70
diogo_gon_af_a_alves,portugal,21,157,77,31,60,76,76,70,72,65,78,right,1,medium_medium,am,72
n_s_af_a1_4le,germany,22,214,42,82,86,79,33,38,65,94,72,right,2,medium_medium,df,84
jorge_pombo,spain,24,172,75,52,61,66,80,64,76,89,74,right,1,high_medium,st,72
a_obispo,netherlands,19,174,37,54,64,59,62,77,58,77,56,left,1,medium_high,df,64
t_murg,austria,23,154,73,38,34,79,83,91,83,64,61,left,1,medium_medium,mf,73
g_sandoval,mexico,22,146,73,55,50,69,84,62,71,57,65,right,1,medium_medium,mf,71
r_espejord,norway,22,190,57,17,62,56,50,74,57,77,62,right,1,high_low,st,63
p_mc_ginn,scotland,27,150,59,59,56,59,70,64,76,63,58,right,1,medium_medium,mf,63
b_bvuma,south_africa,23,161,18,10,15,52,49,62,30,35,35,right,1,medium_medium,gk,60
r_tesche,germany,31,157,68,69,74,73,73,80,76,73,74,right,1,high_high,dm,71
k_callan_mc_fadden,republic_of_ireland,23,172,42,56,56,51,53,71,61,65,58,right,1,medium_medium,df,59
j_requena,argentina,19,159,59,50,55,60,62,61,58,55,58,right,1,medium_medium,mf,57
k_eek,norway,30,183,25,54,62,58,61,82,51,74,39,right,1,low_medium,df,59
samu_castillejo,spain,23,148,85,50,43,82,78,63,55,50,71,left,2,medium_high,mf,82
heitinho_zanon,brazil,34,174,22,77,63,79,50,79,77,74,70,left,1,medium_medium,df,71
s_al_mutairi,saudi_arabia,28,176,31,55,63,57,58,85,74,80,44,right,1,medium_medium,df,63
w_szcz_a_a_sny,poland,28,198,11,15,16,82,51,71,45,65,65,right,3,medium_medium,gk,85
j_gulley,new_zealand,25,154,55,56,56,49,82,72,68,74,41,right,1,medium_medium,df,61
bob_af_a,brazil,33,187,70,29,78,75,66,76,67,79,78,right,2,high_low,st,75
b_afa_ks_af_a1_4z,turkey,22,165,59,65,51,58,73,69,68,60,51,left,1,high_medium,df,63
m_parensen,germany,32,174,63,69,57,65,68,79,80,72,71,left,1,medium_medium,df,67
jonas,brazil,34,163,84,34,84,85,69,69,66,63,87,right,3,high_medium,st,84
r_hedges,wales,22,143,67,30,42,54,61,62,66,56,43,left,1,medium_medium,mf,63
d_batth,england,27,198,31,67,75,58,37,74,66,91,50,right,1,low_high,df,70
p_mainka,germany,23,190,43,64,71,61,41,42,62,79,57,right,1,medium_medium,df,66
jung_seok_hwa,korea_republic,27,139,71,47,46,63,83,53,73,59,66,right,1,high_medium,mf,68
s_woods,england,19,170,30,58,54,55,48,62,61,63,50,right,1,medium_medium,df,57
t_m_af_a1_4ller,germany,20,183,11,15,34,54,38,62,35,67,35,right,1,medium_medium,gk,64
v_sierro,switzerland,22,165,59,53,49,63,64,61,68,62,55,right,1,medium_medium,mf,65
j_payne,england,23,132,68,20,37,60,90,79,60,33,56,left,1,high_medium,am,68
errasti,spain,30,179,43,72,44,64,45,64,77,80,59,right,1,medium_high,dm,70
a_talavera,mexico,35,181,10,24,14,69,47,80,36,75,60,right,2,medium_medium,gk,75
g_volpe,italy,22,183,13,7,13,45,45,53,19,58,28,right,1,medium_medium,gk,57
josimar_feijoo,brazil,26,157,48,72,55,76,73,81,86,71,55,right,1,medium_high,dm,66
a_mosquera,colombia,28,172,44,68,74,69,55,70,74,76,56,right,1,medium_high,df,72
h_tekin,turkey,29,172,14,16,11,72,38,70,22,51,63,right,1,medium_medium,gk,76
m_schulz,germany,23,170,62,64,60,61,60,60,64,71,52,right,1,medium_high,dm,65
a_s_af_a_derlund,norway,30,190,63,44,78,71,51,70,73,80,70,right,1,high_high,st,71
r_al_mousa,saudi_arabia,23,148,57,64,41,55,74,61,66,68,64,right,1,medium_medium,mf,61
f_fajr,morocco,29,157,76,76,49,74,71,37,66,67,63,right,2,high_medium,mf,78
s_hoskins,england,25,148,64,18,52,58,89,56,70,58,59,right,1,high_medium,st,63
a_boruc,poland,38,192,14,25,11,69,40,73,31,69,63,right,2,medium_medium,gk,74
sivera,spain,21,165,14,24,14,60,46,65,45,58,50,right,1,medium_medium,gk,71
s_af_a_c_rgio_marakis,portugal,26,168,60,65,57,64,73,75,67,76,53,right,1,medium_medium,dm,67
m_mari_a_a,switzerland,34,196,38,69,69,60,58,36,67,79,62,right,1,low_medium,df,66
aar_af_a3n_mart_af_a_n,spain,21,159,71,78,73,77,67,61,77,60,70,left,1,high_medium,df,77
yang_shanping,china_pr,30,176,51,60,45,59,58,68,63,70,62,right,1,medium_medium,df,62
daniel_carri_af_a_o,portugal,29,176,58,76,76,71,68,92,59,77,79,right,2,medium_medium,df,78
p_omochere,republic_of_ireland,17,174,52,31,42,45,71,59,58,61,48,right,1,medium_medium,mf,50
s_mensiro,ghana,29,163,53,62,44,61,78,92,82,68,55,right,1,medium_high,df,63
m_frankoch,denmark,22,165,53,58,50,62,68,55,74,67,55,right,1,medium_high,dm,62
d_mushitu,sweden,18,185,53,26,54,47,59,62,55,67,50,right,1,medium_medium,st,56
b_jano_a_a_evi_a_a,serbia,28,190,12,10,18,47,26,40,22,69,45,right,1,medium_medium,gk,61
fede,spain,21,150,59,70,63,64,80,69,90,70,70,right,1,low_high,dm,70
a_szalai,hungary,30,198,69,41,84,76,59,64,65,87,75,right,2,medium_medium,st,76
j_mellis,england,27,152,64,51,51,61,58,62,60,68,65,right,1,low_low,mf,64
h_kisiel,poland,17,150,52,38,50,48,66,60,63,46,44,right,1,medium_medium,mf,51
t_wada,japan,27,139,58,64,54,61,85,74,72,54,55,left,1,medium_medium,df,66
j_cuero,colombia,30,154,69,50,65,68,76,69,77,59,66,left,1,medium_medium,mf,71
f_plach,slovakia,26,176,10,8,14,48,51,62,19,60,59,right,1,medium_medium,gk,61
m_bolados,chile,22,159,71,59,27,63,71,56,73,65,66,right,1,high_medium,am,69
m_crooks,england,24,159,61,59,64,55,58,57,72,81,59,right,1,medium_medium,mf,64
s_schonlau,germany,23,170,50,67,63,66,59,77,69,75,54,right,1,medium_medium,df,69
a_poli,italy,28,170,79,74,60,76,75,68,76,65,74,right,2,medium_medium,mf,77
f_crisanto,honduras,27,152,64,50,47,51,63,53,63,57,59,right,1,medium_medium,df,62
a_syhre,germany,23,183,24,64,63,61,60,85,63,82,51,right,1,medium_medium,df,66
a_cisak,australia,29,205,15,26,11,60,47,73,34,67,50,right,1,medium_medium,gk,63
b_perlaza,colombia,26,183,65,70,72,76,54,44,87,85,74,right,1,medium_medium,dm,72
g_mc_auley,northern_ireland,38,196,27,72,82,71,33,72,33,76,67,right,2,medium_high,df,72
f_bernardeschi,italy,24,170,86,66,50,80,79,49,80,63,83,left,2,high_high,mf,82
j_corona,mexico,25,137,91,45,67,82,87,72,74,39,85,right,3,medium_low,mf,81
j_lolley,england,25,159,78,45,47,68,73,57,80,41,62,left,1,high_high,mf,73
a_mosquera,colombia,26,172,14,16,11,57,58,66,33,58,43,right,1,medium_medium,gk,63
j_dacosta,france,22,170,65,55,49,56,65,75,71,72,58,right,1,high_medium,df,65
m_araujo,peru,23,157,46,64,73,54,70,70,66,59,54,right,1,medium_medium,df,69
c_jakobsen,denmark,25,185,68,24,61,59,48,71,71,79,54,right,1,medium_high,mf,66
t_taguchi,japan,27,154,66,57,40,67,69,65,86,63,57,right,1,high_medium,mf,67
m_farrona_pulido,germany,25,154,71,21,31,62,87,66,70,47,67,right,1,medium_low,mf,67
m_afa_zy_a_a_ld_a_a_r_a_a_m,turkey,23,165,53,63,62,58,64,70,56,71,48,right,1,medium_high,df,64
n_holland,england,20,154,65,26,30,59,78,56,58,40,60,right,1,high_medium,mf,62
zald_af_aoa,spain,26,154,55,76,75,68,71,67,65,60,63,right,1,medium_medium,df,75
j_mart_af_a_nez,venezuela,25,152,75,20,77,79,90,86,72,73,75,right,1,high_medium,st,81
h_weigelt,germany,20,165,29,64,61,63,55,61,56,69,55,left,1,medium_medium,df,64
e_figueroa,sweden,27,174,60,61,58,57,58,74,62,63,59,left,1,medium_medium,df,62
g_walusimbi,uganda,28,179,63,66,53,65,56,78,71,80,53,left,1,medium_medium,df,64
b_moukandjo,cameroon,29,163,77,32,66,76,70,71,80,65,77,right,2,high_low,am,77
a_fontana,united_states,18,150,60,50,55,57,77,60,66,56,62,right,1,high_high,am,61
m_johnston,scotland,19,146,69,20,25,50,75,32,55,32,50,right,1,medium_medium,mf,63
c_lavery,northern_ireland,25,168,64,29,55,61,70,61,77,63,63,right,1,high_medium,st,65
j_bailey,england,29,174,61,60,61,61,66,58,75,67,58,right,1,medium_high,mf,63
d_mihailovic,united_states,19,152,60,49,51,58,69,59,68,67,63,right,1,medium_medium,am,62
j_esquivel,mexico,20,141,47,63,64,57,66,65,43,70,63,right,1,medium_medium,dm,62
e_flores,peru,24,150,75,34,34,52,84,86,69,56,64,left,1,medium_high,mf,68
d_mignanelli,italy,25,154,59,54,40,65,85,48,87,58,63,left,1,medium_medium,df,66
k_tagawa,japan,19,154,55,13,45,47,66,65,70,72,48,left,1,high_low,st,60
l_sobiech,germany,27,194,32,69,83,74,33,43,60,85,70,right,1,medium_medium,df,74
h_wright,united_states,20,176,60,13,65,59,40,60,62,78,57,right,1,medium_medium,st,64
kim_jin_hyeon,korea_republic,30,172,14,15,19,67,43,68,43,65,12,right,1,medium_medium,gk,69
a_lazaar,morocco,26,176,70,66,57,65,67,63,56,62,69,left,1,high_high,df,67
c_maxwell,wales,27,163,13,25,15,68,50,62,30,60,35,right,1,medium_medium,gk,70
kike_m_af_a_rquez,spain,28,159,70,26,44,57,72,67,54,59,60,right,1,medium_low,mf,67
a_semenyo,england,18,139,55,14,56,54,60,67,51,68,49,right,1,high_high,st,57
buatu,angola,24,192,52,60,65,58,47,65,66,84,61,right,1,medium_medium,df,67
f_castill_af_a3n,argentina,32,157,68,20,58,64,77,75,59,67,63,right,1,high_low,mf,66
yuan_mincheng,china_pr,22,172,26,55,48,48,54,70,69,77,45,right,1,medium_medium,df,58
beto_da_silva,peru,21,174,76,17,45,59,74,56,43,49,56,right,1,medium_medium,am,66
s_tecl,czech_republic,27,181,66,34,65,70,66,67,68,64,64,right,1,high_medium,st,69
l_craig,scotland,31,181,66,53,62,64,63,63,69,79,63,left,1,medium_medium,mf,66
j_cook,england,28,176,56,19,57,55,81,64,77,60,51,right,1,medium_medium,am,61
h_kyprianou,cyprus,21,152,56,58,63,56,71,71,73,69,53,left,1,high_medium,df,62
a_kashi,algeria,29,168,63,69,42,70,71,82,88,71,63,right,1,medium_medium,mf,68
j_holebas,greece,34,179,73,71,74,74,73,73,79,73,72,left,2,high_medium,df,78
j_van_benthem,netherlands,19,170,30,58,54,53,37,63,40,68,48,right,1,low_medium,df,60
e_aiwu,austria,17,170,56,52,61,56,55,72,57,67,39,right,1,low_medium,df,58
douglas,brazil,30,163,71,15,73,54,64,79,60,83,66,left,1,high_medium,st,72
d_limbersk_af_a1_2,czech_republic,34,179,69,77,59,73,78,68,66,81,78,right,2,high_medium,df,76
d_koppers,netherlands,26,159,65,66,67,63,75,85,73,63,65,left,1,high_high,df,67
a_claude_maurice,france,20,137,64,21,43,56,81,48,55,42,67,right,1,medium_medium,am,66
j_lynch,england,18,141,45,29,42,40,75,51,43,41,49,right,1,medium_medium,am,50
v_berisha,kosovo,25,154,77,56,42,73,69,79,86,74,78,right,2,high_medium,mf,76
i_lara,chile,22,165,60,36,33,49,62,56,45,68,53,left,1,medium_medium,mf,58
b_samudio,paraguay,22,174,70,29,68,62,69,70,78,65,66,right,1,high_medium,mf,70
n_stierlin,germany,18,163,51,58,58,58,66,60,66,67,58,right,1,medium_medium,dm,62
jamiro_monteiro,cape_verde,24,159,72,73,51,65,76,52,78,70,72,right,1,medium_medium,mf,70
d_hern_af_a_ndez,colombia,25,143,69,32,37,68,75,53,62,62,67,left,1,high_low,mf,69
a_al_aryani,saudi_arabia,22,170,60,19,53,56,71,68,54,67,42,right,1,medium_low,mf,58
s_logan,england,30,159,69,65,55,61,74,71,88,67,62,right,1,high_high,df,71
d_kozica,sweden,25,172,64,29,50,51,74,57,68,61,53,right,1,medium_medium,mf,63
s_o_donnell,republic_of_ireland,32,170,58,64,56,62,66,47,52,67,67,left,1,medium_medium,mf,65
leordinho_paes,brazil,30,152,73,46,51,65,67,59,64,59,66,left,1,medium_medium,am,72
e_mena,chile,29,163,68,71,50,75,78,71,78,67,68,left,2,medium_medium,df,73
m_ndione,sweden,18,165,54,15,60,49,57,65,63,73,48,right,1,medium_medium,st,54
o_el_kaddouri,morocco,27,181,77,61,71,71,54,70,70,77,72,right,1,high_medium,am,76
j_horsfield,england,22,163,64,66,42,55,68,63,73,69,58,right,1,medium_medium,dm,65
c_fagan,republic_of_ireland,29,146,57,23,64,52,72,71,68,75,55,right,1,high_medium,st,62
t_breukers,netherlands,30,170,61,67,61,66,65,70,83,68,67,right,1,high_medium,df,67
z_steffen,united_states,23,190,15,19,13,70,40,57,33,59,46,right,1,medium_medium,gk,75
d_lenihan,republic_of_ireland,24,168,54,69,62,57,66,73,72,72,48,right,1,medium_high,df,70
ha_sung_min,korea_republic,31,172,49,60,53,63,58,82,65,82,60,right,1,medium_medium,mf,61
s_de_vrij,netherlands,26,172,63,87,80,80,59,76,66,80,82,right,3,medium_high,df,84
h_belkaroui,algeria,27,194,45,69,70,62,46,91,53,78,61,left,1,medium_medium,df,69
j_rafferty,republic_of_ireland,24,165,60,57,53,54,65,71,71,70,56,right,1,high_medium,df,66
b_tekpetey,ghana,20,152,71,21,48,56,86,61,54,63,50,right,1,high_medium,mf,66
r_caroca,chile,28,159,67,74,65,67,71,67,82,73,65,right,1,medium_high,dm,71
l_cavanda,belgium,27,168,72,69,61,67,72,73,69,71,58,right,1,high_high,df,71
e_nazaryna,ukraine,20,165,66,55,57,61,60,58,73,64,59,right,1,medium_medium,mf,67
d_pakulski,poland,19,146,64,23,41,49,72,54,45,41,55,right,1,medium_medium,mf,54
i_radovanovi_a_a,serbia,29,176,67,79,72,73,58,72,75,81,75,right,2,low_high,mf,77
y_arquin,france,30,187,63,24,61,58,51,63,71,82,55,right,1,high_medium,mf,62
f_majchrowicz,poland,18,205,14,11,12,35,29,37,26,77,47,right,1,medium_medium,gk,53
d_cools,belgium,22,172,69,66,67,66,59,74,79,74,69,right,1,high_medium,mf,71
c_harold,australia,25,172,61,35,56,45,73,68,64,61,55,right,1,high_medium,mf,62
k_osyra,poland,25,165,32,62,61,59,56,70,73,76,60,right,1,medium_medium,df,63
andr_af_a_c_lu_af_a_s,brazil,24,170,65,17,73,64,70,82,72,68,59,right,1,medium_medium,st,68
b_henrichs,germany,21,174,78,76,59,79,71,65,75,68,74,right,2,high_medium,df,76
r_graydon,republic_of_ireland,19,172,50,22,42,44,58,55,58,62,47,right,1,medium_medium,mf,51
a_gonz_af_a_lez,mexico,23,154,72,65,65,71,75,75,83,69,73,left,1,medium_medium,mf,74
j_borgmann,germany,20,183,32,48,66,61,53,52,61,79,61,right,1,medium_medium,df,60
j_farf_af_a_n,peru,33,185,78,39,65,77,66,76,69,78,80,right,2,medium_low,am,79
u_garcia,switzerland,22,172,66,62,54,61,65,62,78,75,49,left,1,medium_medium,df,65
s_szyma_a_a_zski,poland,19,128,72,23,40,55,89,59,46,28,65,left,1,medium_medium,am,67
s_rinc_af_a3n,colombia,24,179,72,25,62,69,65,72,54,76,65,right,1,high_low,mf,69
m_pennington,england,23,170,49,68,65,56,57,74,58,73,50,right,1,medium_medium,df,67
k_akpoguma,germany,23,187,59,74,70,73,51,55,67,78,60,right,1,medium_medium,df,75
m_rosheuvel,netherlands,27,176,72,43,44,51,75,66,67,71,50,right,1,high_medium,mf,65
m_manotas,colombia,22,146,69,27,64,67,73,69,69,61,59,right,1,high_low,st,70
j_lucero,argentina,26,159,71,32,73,72,69,72,65,70,72,right,1,medium_low,st,73
h_pern_af_a_a,venezuela,27,168,22,46,55,48,56,69,55,70,39,right,1,low_medium,df,57
z_mills,england,26,183,49,59,46,44,40,63,66,61,55,right,1,medium_medium,df,56
o_hawkins,england,26,203,50,53,71,66,61,76,61,79,60,right,1,medium_medium,st,65
j_anziani,france,19,150,58,29,46,54,74,55,32,53,61,right,1,medium_medium,mf,53
a_bodart,belgium,20,165,9,15,15,55,26,61,20,55,23,right,1,medium_medium,gk,60
u_korun,slovenia,31,174,31,61,61,60,50,66,77,70,61,right,1,medium_high,df,63
k_thiesson_kristensen,denmark,18,165,7,8,12,45,27,38,19,43,34,right,1,medium_medium,gk,52
b_chardonnet,france,23,163,45,59,64,55,71,80,67,73,59,right,1,medium_medium,df,64
n_bungert,germany,31,165,44,75,76,74,57,68,32,68,73,right,2,low_medium,df,73
j_valbuena,colombia,20,154,55,29,35,53,63,55,52,48,54,right,1,medium_medium,am,51
lin_liangming,china_pr,21,163,57,15,49,45,68,52,38,48,44,right,1,high_medium,mf,60
i_kon_af_a_c,ivory_coast,30,174,44,71,73,79,49,67,62,81,70,left,1,medium_medium,df,74
li_yingjian,china_pr,27,139,59,21,54,46,64,64,49,58,40,right,1,medium_low,mf,57
i_sangar_af_a_c,ivory_coast,20,170,71,73,74,72,66,74,78,83,78,right,1,high_high,dm,74
m_jim_af_a_c_nez,mexico,28,174,13,24,12,62,50,52,39,55,47,right,1,medium_medium,gk,67
j_hamilton,scotland,24,165,13,19,16,53,65,58,32,48,44,right,1,medium_medium,gk,64
k_ikeda,japan,31,159,62,18,52,53,65,61,51,68,55,right,1,medium_medium,st,59
c_elliot,new_zealand,18,141,55,43,40,56,64,56,58,52,53,right,1,medium_medium,am,55
g_scamacca,italy,19,176,64,24,69,56,37,70,54,74,59,right,1,medium_medium,st,64
j_conze,germany,18,170,48,34,42,41,64,62,75,66,36,right,1,medium_high,mf,51
l_robles,england,21,143,55,15,58,51,69,68,57,39,44,right,1,medium_medium,st,56
r_brady,republic_of_ireland,26,170,78,66,59,74,76,73,74,64,74,left,1,high_medium,df,77
d_kaiser,germany,29,148,68,65,43,74,87,74,76,58,66,right,1,medium_medium,am,71
p_velthuizen,netherlands,31,194,14,15,11,67,38,56,30,56,42,right,1,medium_medium,gk,69
s_kurt,germany,21,157,73,23,39,65,76,62,34,34,46,left,1,medium_low,mf,62
m_mittelst_af_a_dt,germany,21,152,75,63,69,61,76,72,67,52,59,left,1,high_medium,df,70
m_degerlund,sweden,20,192,38,60,60,57,43,53,67,75,56,left,1,medium_medium,df,62
t_dingom_af_a_c,france,27,152,70,71,64,70,79,67,82,65,68,left,1,medium_medium,dm,71
f_fallatah,saudi_arabia,29,139,30,58,46,55,68,80,78,81,55,right,1,medium_medium,df,63
b_prokopi_a_a,austria,30,163,63,62,58,58,61,61,37,65,67,right,1,medium_medium,mf,62
a_tarek,egypt,26,194,49,68,64,57,54,70,62,80,51,left,1,medium_high,df,71
o_bertel,colombia,21,141,54,56,37,57,80,73,72,47,48,left,1,medium_medium,df,59
e_bush,united_states,32,183,17,20,20,66,28,69,45,73,49,right,1,medium_medium,gk,70
d_mendoza,argentina,25,190,64,33,69,62,48,67,65,78,67,right,1,high_low,st,67
p_sagna,senegal,27,168,62,70,55,63,72,76,74,69,64,right,1,medium_medium,df,70
j_storevik,norway,21,183,20,20,14,56,42,53,29,45,23,right,1,medium_medium,gk,54
o_beckles,england,26,172,50,66,63,66,60,73,78,83,54,right,1,medium_high,df,66
y_filigrana,colombia,27,176,73,15,42,61,65,72,72,64,63,right,1,medium_medium,mf,63
m_cash,england,20,141,70,63,42,62,67,63,85,50,70,right,1,high_high,mf,70
v_vermeij,netherlands,23,201,58,23,80,63,53,83,74,83,65,right,1,high_medium,st,67
a_oukidja,algeria,29,174,14,18,16,66,58,67,35,60,56,right,1,medium_medium,gk,71
c_afa_avlan,netherlands,26,154,68,63,42,62,78,65,73,56,59,left,1,high_medium,mf,67
m_sahanek,austria,28,170,61,46,43,67,69,69,53,57,52,right,1,high_medium,st,64
l_mwandwe,england,17,154,45,19,44,51,64,55,58,53,48,right,1,medium_medium,st,51
