sale_price,garage_area,neighborhood,ms_sub_class,total_bsmt_sf,bsmt_qual,central_air,tot_rms_abv_grd,fireplaces,fireplace_qu
164000,528,nwames,020,1295,gd,y,6,0,no_fireplace
188500,472,nwames,020,1594,gd,y,6,1,ta
175500,528,nwames,020,1242,ta,y,6,1,ta
161000,440,names,080,1042,ta,y,5,0,no_fireplace
200000,510,names,020,1592,ta,y,6,1,gd
172000,276,names,080,725,ta,y,6,2,ta
187000,440,names,060,822,ta,y,7,1,fa
169500,264,names,060,864,ta,y,8,1,ta
184900,816,oldtown,070,725,ta,n,7,0,no_fireplace
210000,440,brkside,050,1065,gd,y,6,1,gd
180500,520,brkside,070,764,ta,y,8,1,gd
165000,576,brkside,050,768,ta,y,7,0,no_fireplace
202500,658,idotrr,080,741,ta,y,9,1,gd
200500,0,clearcr,050,1598,ta,y,12,1,gd
165250,224,sawyer,050,680,ta,y,6,2,gd
182000,552,clearcr,020,1190,gd,y,7,1,ta
179900,719,sawyerw,020,910,gd,y,6,1,ta
203000,508,collgcr,020,1274,gd,y,6,0,no_fireplace
195400,628,collgcr,020,1208,gd,y,6,0,no_fireplace
180000,500,collgcr,060,840,gd,y,8,0,no_fireplace
213000,610,collgcr,060,979,gd,y,7,1,gd
200000,542,collgcr,060,860,gd,y,7,0,no_fireplace
211000,608,collgcr,060,860,gd,y,7,2,ta
185000,531,collgcr,020,1337,gd,y,6,0,no_fireplace
213500,639,collgcr,060,939,gd,y,8,0,no_fireplace
179600,626,collgcr,020,1422,gd,y,7,0,no_fireplace
173500,578,collgcr,020,1169,gd,y,5,0,no_fireplace
167840,437,collgcr,020,1330,gd,y,6,1,gd
168675,484,collgcr,060,738,gd,y,7,1,gd
167000,400,collgcr,060,768,gd,y,6,0,no_fireplace
184750,884,edwards,060,3138,ex,y,11,1,gd
200000,0,swisu,190,1440,ta,y,14,0,no_fireplace
165000,180,crawfor,070,602,ta,y,7,2,ta
175000,240,swisu,050,731,gd,y,7,2,ta
189950,216,crawfor,050,912,ta,y,7,1,gd
164000,240,crawfor,075,918,ta,y,7,2,gd
170000,628,crawfor,020,1680,gd,y,7,0,no_fireplace
200624,484,crawfor,020,2035,ta,y,9,2,ta
183500,486,mitchel,085,1001,gd,y,5,1,po
170000,308,timber,020,1350,ta,y,5,2,gd
180500,471,timber,020,1267,ex,y,5,0,no_fireplace
186700,995,timber,020,1572,ta,y,5,2,ta
192100,506,names,020,1851,ta,y,8,1,ta
185000,413,gilbert,060,802,gd,y,8,1,ta
183500,402,gilbert,020,1160,gd,y,6,1,ta
169000,672,gilbert,060,0,no_bsmt,y,7,1,ta
202500,440,nwames,020,1208,gd,y,8,0,no_fireplace
190000,566,nwames,060,796,gd,y,6,1,ta
179900,434,nwames,060,713,gd,y,6,1,ta
184500,485,nwames,080,675,ta,y,8,1,ta
162900,528,nwames,060,832,gd,y,8,1,ta
181000,484,nwames,020,1040,ta,y,5,1,fa
190000,543,names,120,1487,gd,y,4,0,no_fireplace
185850,484,nridght,120,1364,gd,y,6,1,gd
202665,474,nridght,120,1368,gd,y,6,1,gd
171750,478,nridght,120,1405,gd,y,6,1,gd
170440,390,gilbert,060,728,gd,y,8,1,gd
174190,427,gilbert,020,1326,gd,y,6,0,no_fireplace
185101,440,gilbert,060,738,gd,y,8,0,no_fireplace
213490,440,blmngtn,120,1362,gd,y,6,1,gd
192140,372,gilbert,060,732,gd,y,7,1,gd
183200,393,gilbert,060,783,gd,y,7,1,gd
201490,433,gilbert,060,848,gd,y,7,1,gd
172400,460,gilbert,060,953,gd,y,7,1,ta
173000,472,gilbert,060,959,gd,y,7,1,ta
199000,510,somerst,020,1504,gd,y,7,0,no_fireplace
197000,614,somerst,060,770,gd,y,6,0,no_fireplace
176000,453,somerst,020,1257,gd,y,6,1,ta
186800,612,sawyerw,020,1400,gd,y,6,0,no_fireplace
184000,462,sawyerw,060,891,gd,y,8,0,no_fireplace
175900,484,sawyerw,060,761,gd,y,7,0,no_fireplace
176400,588,somerst,120,1143,gd,y,5,1,gd
197000,550,somerst,120,1247,gd,y,4,1,gd
166000,440,somerst,160,756,gd,y,4,0,no_fireplace
165000,490,somerst,160,673,gd,y,6,0,no_fireplace
190000,484,greens,120,1226,gd,y,4,1,fa
170000,487,nwames,080,570,ta,y,8,1,ta
165150,484,nwames,060,732,ta,y,8,1,ta
164500,477,nwames,020,1334,ta,y,7,0,no_fireplace
167000,430,names,020,1008,ta,y,7,1,gd
162000,488,names,020,1121,ta,y,7,1,ta
170000,566,oldtown,050,796,fa,y,7,1,ta
165000,294,names,080,1083,ta,y,6,1,gd
178000,546,oldtown,070,728,ta,y,6,1,gd
164500,564,sawyer,080,1164,ta,y,6,2,fa
165000,512,sawyer,020,1176,ta,y,7,1,ta
168000,576,sawyer,020,1188,ta,y,6,1,ta
182000,528,edwards,080,1776,ta,y,6,1,fa
193879,662,collgcr,020,1286,gd,y,6,1,gd
204900,675,collgcr,020,1498,gd,y,5,0,no_fireplace
181000,610,collgcr,060,784,gd,y,6,0,no_fireplace
196000,515,collgcr,060,842,gd,y,7,0,no_fireplace
200000,492,collgcr,060,916,gd,y,8,0,no_fireplace
174000,672,collgcr,080,995,ta,y,6,0,no_fireplace
197000,529,collgcr,060,872,gd,y,8,0,no_fireplace
210900,467,collgcr,060,1065,gd,y,9,1,ta
207000,545,collgcr,020,1390,gd,y,7,0,no_fireplace
200000,544,collgcr,020,1682,gd,y,7,0,no_fireplace
203160,578,collgcr,060,851,gd,y,7,0,no_fireplace
195800,572,collgcr,060,784,gd,y,6,0,no_fireplace
212900,782,collgcr,020,1552,gd,y,7,0,no_fireplace
196500,565,collgcr,060,860,gd,y,7,0,no_fireplace
198000,502,collgcr,020,1336,gd,y,6,0,no_fireplace
163990,390,collgcr,060,728,gd,y,8,1,gd
167000,288,crawfor,070,818,ta,y,7,1,gd
200100,216,crawfor,070,793,fa,y,9,1,gd
210000,365,crawfor,070,697,ta,y,8,1,gd
209000,490,mitchel,020,1491,ex,y,7,0,no_fireplace
171000,766,mitchel,090,1907,ta,y,9,0,no_fireplace
176000,551,timber,020,1112,gd,y,5,1,ta
188000,560,mitchel,090,1728,ta,y,8,0,no_fireplace
188000,650,mitchel,060,996,gd,y,9,1,ta
215000,528,names,020,1080,ta,y,7,2,gd
236500,608,stonebr,120,1595,gd,y,5,1,ta
538000,841,stonebr,060,1650,gd,y,12,1,gd
394432,834,stonebr,020,1856,ex,y,8,1,ex
216000,663,somerst,060,814,gd,y,7,0,no_fireplace
395192,606,nridght,020,1930,ex,y,8,1,gd
290941,868,nridght,020,1544,gd,y,7,0,no_fireplace
220000,532,nridght,020,1541,gd,y,7,1,gd
275000,730,nridght,020,1698,ex,y,7,1,gd
259000,678,nridght,020,1822,ex,y,8,1,gd
224000,484,nridght,120,1358,gd,y,6,1,gd
320000,756,nridght,060,1671,gd,y,7,1,ex
319900,576,nridght,120,1752,ex,y,6,1,gd
216500,440,gilbert,060,860,gd,y,8,2,ta
333168,779,noridge,060,1393,gd,y,10,1,ta
260400,527,noridge,020,1720,gd,y,7,1,ta
325000,712,noridge,060,1463,ex,y,9,2,ta
290000,671,noridge,060,1152,gd,y,9,1,gd
221000,486,noridge,060,1195,gd,y,7,0,no_fireplace
410000,666,noridge,050,2033,gd,y,9,1,ex
271500,528,somerst,020,1468,ex,y,6,1,gd
233000,618,sawyerw,060,956,gd,y,8,0,no_fireplace
285000,713,noridge,060,1390,gd,y,7,1,ta
260000,506,somerst,120,1488,ex,y,6,1,gd
222000,484,somerst,020,1470,ex,y,7,1,gd
230000,596,somerst,020,1492,gd,y,6,1,gd
218500,535,nwames,020,1829,ta,y,8,0,no_fireplace
243500,660,nwames,060,1280,gd,y,9,1,ta
240000,624,oldtown,070,346,fa,y,7,0,no_fireplace
270000,690,clearcr,020,1420,gd,y,4,2,ta
260000,586,clearcr,040,1332,gd,y,4,1,ta
270000,528,sawyerw,020,1433,gd,y,4,2,ta
218000,1017,sawyerw,060,946,gd,y,8,1,gd
318000,850,collgcr,020,1978,gd,y,8,1,gd
240000,621,collgcr,060,1040,gd,y,9,1,ta
224900,598,collgcr,020,1649,gd,y,6,0,no_fireplace
215000,484,crawfor,090,1032,ta,y,11,0,no_fireplace
335000,567,crawfor,020,1902,gd,y,7,2,ta
246000,525,crawfor,120,1594,ex,y,5,1,gd
254900,741,mitchel,060,1049,gd,y,8,1,ta
220000,660,timber,020,1336,gd,y,6,1,ta
378500,746,timber,020,2002,ex,y,10,1,gd
285000,482,mitchel,020,1679,gd,y,6,2,ta
231000,616,mitchel,060,1152,gd,y,7,1,fa
377500,758,gilbert,020,1746,ex,y,7,2,gd
278000,499,stonebr,120,1501,gd,y,5,1,ex
240000,495,stonebr,120,1418,gd,y,5,0,no_fireplace
501837,1166,stonebr,020,2216,ex,y,9,1,gd
372500,834,stonebr,020,2046,ex,y,7,1,gd
260000,430,stonebr,020,1530,ex,y,7,1,gd
260000,484,nwames,060,845,gd,y,10,1,ta
215000,529,nwames,020,1602,gd,y,8,1,ta
249000,441,nwames,060,1043,gd,y,9,1,ta
240900,581,somerst,060,926,gd,y,7,1,ex
220000,588,somerst,060,1058,gd,y,7,1,ta
337500,786,nridght,020,1700,ex,y,7,1,gd
462000,754,nridght,060,1776,ex,y,10,3,gd
485000,820,nridght,060,1926,ex,y,11,2,gd
256300,890,nridght,020,1566,gd,y,7,1,gd
253293,1390,nridght,020,2042,ex,y,8,1,gd
398800,864,nridght,060,1365,ex,y,8,1,gd
335000,836,nridght,060,1104,ex,y,10,1,gd
404000,896,nridght,020,2020,ex,y,7,1,gd
451950,842,nridght,060,1722,ex,y,10,1,gd
409900,640,nridght,060,1508,ex,y,10,1,gd
335000,927,nridght,020,1739,ex,y,8,1,gd
274900,856,nridght,020,1713,ex,y,7,1,gd
324000,850,nridght,020,1774,ex,y,7,1,gd
269500,583,nridght,020,1760,gd,y,8,1,gd
290000,730,nridght,060,1082,gd,y,10,1,gd
230000,626,nridght,120,1314,gd,y,6,1,gd
320000,649,nridght,120,1884,ex,y,6,1,gd
245000,658,gilbert,060,1177,gd,y,8,1,ta
337000,856,noridge,060,1252,gd,y,8,1,gd
336000,676,noridge,060,1225,gd,y,8,1,ta
260000,656,noridge,060,1347,gd,y,9,1,ta
260000,647,noridge,060,1070,gd,y,7,1,ta
263550,623,noridge,060,1173,gd,y,8,1,ta
402000,711,noridge,060,1629,gd,y,8,1,ta
248000,467,noridge,060,973,gd,y,7,1,gd
257500,726,somerst,020,1614,gd,y,7,1,gd
287090,840,somerst,020,1573,gd,y,7,1,gd
275500,844,somerst,020,1702,gd,y,7,1,gd
253000,689,somerst,060,1113,gd,y,8,1,gd
252678,644,somerst,060,900,gd,y,7,1,ta
225000,529,somerst,020,1436,ex,y,6,0,no_fireplace
229800,625,somerst,020,1402,gd,y,7,0,no_fireplace
370878,478,somerst,020,1766,ex,y,7,1,gd
238500,692,somerst,020,1372,gd,y,6,1,gd
310000,812,somerst,060,1017,ex,y,10,1,ex
252000,1043,somerst,060,1082,gd,y,9,1,gd
241000,438,somerst,060,1092,gd,y,7,0,no_fireplace
264500,517,somerst,020,1836,gd,y,8,1,gd
263000,615,somerst,060,912,gd,y,8,1,gd
275000,864,veenker,020,2014,gd,y,6,2,gd
280750,704,somerst,160,1376,gd,y,9,1,ta
241600,540,veenker,020,1740,gd,y,7,0,no_fireplace
227000,528,nwames,060,810,gd,y,6,0,no_fireplace
214500,441,brkside,075,844,ta,n,10,0,no_fireplace
316600,612,sawyerw,050,1496,gd,y,5,1,gd
239900,473,sawyerw,060,1079,gd,y,8,1,ta
239500,466,sawyerw,060,1128,gd,y,8,1,ta
269500,820,sawyerw,090,1168,ex,y,8,2,ta
269500,820,sawyerw,090,1168,ex,y,8,2,ta
323262,1138,collgcr,020,1555,ex,y,8,1,gd
295493,860,collgcr,020,1622,ex,y,8,1,gd
239000,702,collgcr,020,1800,ex,y,7,0,no_fireplace
221800,810,collgcr,020,1254,gd,y,5,0,no_fireplace
237000,844,collgcr,020,1498,ex,y,7,1,gd
233500,525,clearcr,060,1449,gd,y,7,1,ta
250000,1231,collgcr,020,1569,gd,y,6,0,no_fireplace
279500,523,collgcr,020,1822,ex,y,7,1,gd
219500,645,collgcr,060,1057,gd,y,8,0,no_fireplace
293200,810,collgcr,020,1578,gd,y,7,1,gd
222000,540,crawfor,020,880,gd,y,5,1,gd
251000,642,mitchel,060,1107,gd,y,7,1,ta
239686,670,mitchel,050,1434,ex,y,6,1,ex
240000,550,mitchel,020,1710,ex,y,7,1,gd
215000,560,mitchel,060,804,ex,y,7,1,ta
375000,513,timber,020,2136,gd,y,8,2,gd
315500,912,timber,020,1620,ex,y,6,1,ex
224500,650,timber,060,846,ex,y,6,0,no_fireplace
410000,780,timber,020,2190,ex,y,9,1,ex
315000,765,timber,020,1838,ex,y,8,1,gd
247900,528,stonebr,120,1664,ex,y,6,1,ta
334000,557,stonebr,120,1710,ex,y,6,1,gd
226500,528,nwames,020,1675,gd,y,6,1,ex
220000,551,nwames,020,1782,gd,y,6,1,ta
272000,619,nwames,060,1330,gd,y,11,1,ta
317500,905,nridght,020,1582,ex,y,7,0,no_fireplace
372402,866,nridght,020,1710,ex,y,6,1,gd
417500,650,nridght,020,2418,ex,y,9,1,ex
383000,706,nridght,020,1950,ex,y,7,1,gd
390000,850,nridght,060,1850,ex,y,9,1,gd
379000,1003,nridght,060,1414,ex,y,9,1,gd
284000,871,nridght,060,998,gd,y,8,1,gd
284000,732,nridght,020,1603,gd,y,7,1,ta
370000,795,nridght,060,1765,ex,y,9,1,gd
336860,870,nridght,120,1858,gd,y,7,1,gd
266000,564,nridght,120,1684,ex,y,6,1,ex
219990,668,blmngtn,120,1393,gd,y,7,1,ta
284500,516,noridge,075,1173,gd,y,9,1,ta
315000,696,noridge,060,1470,gd,y,8,1,ta
291000,687,noridge,060,1519,ex,y,8,1,ta
350000,938,noridge,020,1982,gd,y,5,1,ta
350000,839,noridge,020,2109,gd,y,7,1,ta
287500,783,noridge,060,1080,gd,y,9,1,gd
214000,668,somerst,060,894,gd,y,9,1,gd
232000,824,somerst,020,1574,gd,y,7,1,gd
227680,554,somerst,020,1417,gd,y,6,0,no_fireplace
247000,480,somerst,020,1460,ex,y,6,1,gd
250580,529,somerst,020,1372,ex,y,6,0,no_fireplace
226700,603,somerst,060,866,gd,y,7,0,no_fireplace
250000,936,somerst,060,1026,gd,y,9,1,gd
256000,660,somerst,020,1660,gd,y,7,1,gd
300000,495,somerst,120,1614,gd,y,5,1,ta
345000,846,somerst,160,970,gd,y,7,1,ta
240000,624,nwames,060,1522,ta,y,9,1,ta
227000,480,names,060,1104,ta,y,9,1,gd
256000,520,oldtown,050,1510,gd,y,8,2,ta
241500,439,clearcr,020,1385,gd,y,5,2,ta
260000,0,edwards,030,1580,ta,y,5,2,gd
225000,453,sawyerw,060,812,gd,y,9,1,ta
229000,472,sawyerw,080,672,gd,y,8,1,ta
248500,864,collgcr,020,1615,gd,y,7,1,gd
215700,600,collgcr,060,864,gd,y,6,0,no_fireplace
235000,626,collgcr,060,928,gd,y,6,0,no_fireplace
223500,608,collgcr,060,920,gd,y,6,1,ta
235000,839,collgcr,060,992,gd,y,7,1,ta
230000,660,collgcr,060,1004,gd,y,7,2,ta
224900,543,collgcr,060,884,gd,y,8,0,no_fireplace
218836,814,collgcr,020,1564,gd,y,6,0,no_fireplace
381000,1014,crawfor,050,728,ta,y,11,2,gd
311500,431,crawfor,050,798,ta,y,8,2,ta
263400,506,crawfor,050,832,ta,y,8,2,ta
236500,484,crawfor,020,1898,ta,y,7,2,ta
224000,924,crawfor,020,1296,ta,y,7,1,gd
294464,525,crawfor,120,1596,ex,y,5,1,gd
275000,482,crawfor,120,1594,ex,y,5,1,gd
300000,786,mitchel,020,1840,ex,y,7,0,no_fireplace
271000,857,mitchel,020,1568,gd,y,7,2,gd
228950,529,timber,190,1499,ta,y,7,2,gd
241500,512,timber,120,1277,gd,y,6,1,ta
287000,665,timber,020,1565,gd,y,10,1,gd
218689,666,timber,060,796,gd,y,6,0,no_fireplace
305000,749,timber,060,1482,gd,y,10,2,gd
370000,892,timber,020,1964,ex,y,7,1,gd
377426,676,stonebr,020,1922,ex,y,8,1,gd
349265,729,stonebr,060,1149,ex,y,10,1,gd
319900,556,stonebr,120,1612,ex,y,6,1,gd
392000,567,stonebr,020,1419,gd,y,7,1,gd
455000,724,stonebr,020,1742,ex,y,8,1,gd
356000,730,nridght,020,1790,ex,y,7,1,gd
322400,856,nridght,020,1694,ex,y,7,1,gd
345474,938,nridght,020,2108,gd,y,7,1,ex
415298,732,nridght,020,2121,ex,y,8,1,ex
492000,1040,nridght,060,1934,ex,y,8,1,gd
338931,670,nridght,060,1108,ex,y,11,1,gd
479069,932,nridght,020,2552,ex,y,8,2,ex
395000,895,nridght,020,1935,gd,y,9,1,gd
380000,694,nridght,060,2153,gd,y,9,1,gd
440000,908,nridght,020,1976,ex,y,7,1,ex
418000,814,nridght,060,1704,ex,y,9,1,ex
325624,789,nridght,060,1582,ex,y,8,1,gd
372000,843,nridght,020,1802,ex,y,7,1,gd
285000,656,nridght,060,1181,gd,y,10,1,gd
232698,554,nridght,020,1721,gd,y,7,0,no_fireplace
250000,876,nridght,060,1298,gd,y,7,0,no_fireplace
280000,564,nridght,120,1577,ex,y,6,1,gd
221370,550,nridght,120,1324,gd,y,6,1,gd
226500,630,blmngtn,120,1406,gd,y,7,1,ta
215000,434,gilbert,060,847,gd,y,8,1,gd
745000,813,noridge,060,2396,ex,y,10,2,ta
248000,648,noridge,060,969,gd,y,8,1,ta
466500,804,noridge,020,2633,ex,y,8,2,gd
410000,806,noridge,060,1408,ex,y,9,1,ta
322500,758,noridge,060,1389,gd,y,9,1,ta
290000,721,noridge,060,1203,gd,y,9,1,ta
290000,752,noridge,060,1318,gd,y,9,1,ta
263000,517,noridge,060,1105,ex,y,9,1,ta
215000,484,somerst,020,1524,gd,y,7,1,gd
255000,865,somerst,020,1623,gd,y,8,1,gd
235876,480,somerst,020,1528,gd,y,6,1,ta
311872,786,somerst,020,1726,ex,y,8,1,gd
227000,825,somerst,020,1588,gd,y,7,1,gd
260000,484,somerst,020,1538,gd,y,7,0,no_fireplace
249000,672,somerst,020,1494,gd,y,7,1,gd
250000,574,somerst,060,982,gd,y,7,0,no_fireplace
255000,590,somerst,060,896,gd,y,8,0,no_fireplace
303477,550,somerst,060,1184,gd,y,11,1,gd
249700,826,somerst,020,1656,gd,y,7,0,no_fireplace
253000,658,somerst,020,1685,gd,y,5,1,gd
340000,610,somerst,060,1580,gd,y,8,1,gd
294000,518,veenker,060,1192,ta,y,9,2,gd
302000,750,noridge,060,1453,ex,y,9,1,ex
285000,541,noridge,050,1683,gd,y,9,1,ta
239000,576,somerst,060,975,gd,y,7,1,ta
312500,1105,somerst,060,1220,ex,y,8,2,ta
213750,571,greens,120,1057,gd,y,4,2,ta
373000,676,veenker,020,2461,gd,y,7,2,gd
226000,650,somerst,060,1057,gd,y,7,1,ta
240050,570,nwames,060,1008,ta,y,8,1,po
255000,473,nwames,060,1148,gd,y,8,1,gd
301600,1200,names,070,666,ta,y,9,0,no_fireplace
219000,498,sawyer,070,1005,ta,y,7,2,gd
302000,739,clearcr,020,1643,gd,y,5,2,ta
216000,576,edwards,020,409,ta,y,6,1,ta
243000,576,edwards,020,1202,ta,y,7,1,gd
228500,575,sawyerw,060,807,gd,y,7,1,ta
383970,792,collgcr,060,1264,ex,y,10,1,gd
250000,870,collgcr,020,1643,gd,y,7,1,gd
279500,840,collgcr,020,1494,gd,y,7,1,gd
246500,870,collgcr,020,1643,gd,y,7,1,gd
276000,868,collgcr,060,1482,ex,y,10,1,gd
217000,796,collgcr,020,1546,gd,y,7,0,no_fireplace
277000,389,clearcr,050,1444,gd,y,7,2,ta
279000,529,clearcr,020,966,gd,y,5,2,fa
235500,597,collgcr,060,988,gd,y,7,1,ta
217000,534,collgcr,060,853,gd,y,7,1,fa
228500,647,collgcr,060,1284,gd,y,7,1,gd
270000,583,collgcr,020,1673,ta,y,7,1,ta
285000,702,collgcr,020,1626,gd,y,7,1,ta
246900,482,collgcr,020,1341,gd,y,5,1,ta
219500,434,collgcr,060,847,gd,y,8,1,gd
239000,864,crawfor,070,1370,gd,n,10,1,gd
359100,380,crawfor,070,965,gd,y,10,2,gd
315000,440,crawfor,070,853,gd,y,10,2,ta
219500,240,crawfor,070,800,ta,y,6,2,gd
215000,552,crawfor,020,1488,gd,y,7,2,gd
315000,691,crawfor,020,279,gd,y,6,1,gd
375000,495,crawfor,120,1573,gd,y,5,1,gd
257000,461,timber,020,585,ta,y,7,1,gd
248900,870,timber,020,1638,gd,y,6,1,gd
279900,452,timber,060,1122,gd,y,10,1,gd
283463,712,timber,020,1732,ex,y,7,1,gd
392000,932,timber,020,1824,ex,y,8,1,gd
281213,642,timber,060,1094,gd,y,9,1,gd
222000,642,gilbert,060,964,gd,y,8,1,ta
320000,576,gilbert,060,1392,gd,y,9,1,gd
240000,690,gilbert,020,1670,gd,y,7,1,gd
309000,773,gilbert,060,1700,gd,y,9,1,gd
274725,422,gilbert,060,868,ex,y,9,1,gd
239000,504,stonebr,160,1064,gd,y,5,1,ta
275000,564,stonebr,120,1742,gd,y,5,1,ta
556581,716,stonebr,060,1992,ex,y,11,1,gd
361919,666,stonebr,060,1234,ex,y,10,1,gd
535000,736,stonebr,060,1850,ex,y,11,1,gd
438780,641,stonebr,060,1410,ex,y,10,1,gd
319000,758,stonebr,020,1814,gd,y,7,1,ta
229000,786,nwames,050,1204,gd,y,9,0,no_fireplace
241500,604,nwames,020,1845,gd,y,6,1,ta
250000,564,nwames,060,1392,gd,y,12,2,ta
294323,541,somerst,060,960,gd,y,8,1,ex
412083,831,nridght,060,1738,ex,y,11,1,gd
342643,840,nridght,060,1249,ex,y,9,0,no_fireplace
252000,880,nridght,020,1618,gd,y,6,1,gd
326000,772,nridght,020,1833,ex,y,8,1,gd
309000,691,nridght,060,1117,ex,y,9,1,gd
275500,878,nridght,060,1030,gd,y,8,1,gd
344133,575,nridght,060,1209,ex,y,8,1,gd
298236,672,nridght,060,1054,ex,y,10,1,gd
360000,708,nridght,020,1896,ex,y,8,3,ex
372397,925,nridght,020,1792,ex,y,6,1,gd
378000,816,nridght,020,1780,ex,y,7,1,gd
279000,746,nridght,060,1420,gd,y,9,1,ta
258000,632,gilbert,060,1052,gd,y,9,1,gd
264561,648,blmngtn,120,1520,gd,y,7,1,gd
215000,431,gilbert,060,982,gd,y,9,1,ta
287602,617,gilbert,060,1035,gd,y,8,0,no_fireplace
230000,429,gilbert,060,975,gd,y,8,1,ta
286000,885,noridge,060,1044,gd,y,7,1,ex
625000,807,noridge,060,1930,ex,y,10,1,ta
405000,774,noridge,060,1540,ex,y,9,1,ta
280000,592,noridge,060,1086,gd,y,7,1,ta
258000,420,noridge,060,1141,gd,y,10,1,ta
350000,725,noridge,060,1342,gd,y,9,1,ex
584500,959,noridge,060,1733,ex,y,11,1,ta
290000,844,noridge,060,1165,gd,y,8,1,ta
315000,704,noridge,060,1286,gd,y,8,1,ta
252000,760,somerst,060,1100,gd,y,8,1,gd
423000,1134,somerst,020,2077,ex,y,8,1,ex
290000,500,somerst,020,1660,ex,y,8,1,gd
232600,776,somerst,020,1489,gd,y,7,1,gd
266000,1053,somerst,060,1095,gd,y,8,1,gd
248500,462,sawyerw,060,836,gd,y,7,0,no_fireplace
310000,796,noridge,060,1338,gd,y,10,1,ta
221000,564,somerst,020,1568,gd,y,6,1,ta
270000,481,veenker,120,1494,gd,y,6,1,gd
214000,484,greens,120,1235,gd,y,4,3,ta
250000,619,nwames,060,1054,ta,y,9,1,gd
235000,795,names,075,1360,ta,y,8,1,ex
475000,840,oldtown,075,1107,ta,y,12,2,ta
220000,576,oldtown,050,1595,ta,y,8,1,gd
278000,521,clearcr,020,1865,gd,y,6,2,gd
235000,795,edwards,070,672,ta,y,8,2,gd
215000,471,sawyerw,060,777,gd,y,8,1,ta
224500,920,sawyerw,090,1344,gd,y,8,0,no_fireplace
221500,865,collgcr,020,1614,gd,y,7,0,no_fireplace
239799,868,collgcr,060,1391,gd,y,7,0,no_fireplace
233555,495,collgcr,020,1836,gd,y,7,1,gd
220000,506,sawyerw,060,908,gd,y,8,1,ta
214000,472,collgcr,020,1588,gd,y,6,0,no_fireplace
217000,586,collgcr,060,951,gd,y,7,1,ta
220000,418,collgcr,020,1348,gd,y,5,1,ta
275000,748,collgcr,020,1753,gd,y,7,1,ta
230000,900,collgcr,020,1654,gd,y,6,0,no_fireplace
268500,646,collgcr,060,1090,gd,y,8,1,ta
227000,555,collgcr,060,1054,gd,y,8,1,ta
237000,610,collgcr,060,930,gd,y,8,1,ta
274300,583,collgcr,060,1108,gd,y,8,1,ta
216837,484,collgcr,020,1860,gd,y,8,1,gd
233230,685,collgcr,060,1079,gd,y,8,1,gd
230000,470,crawfor,020,1073,ta,y,6,1,gd
217500,621,crawfor,020,1430,gd,y,7,1,ta
375000,495,crawfor,120,1573,ex,y,5,1,gd
300000,525,crawfor,120,1594,ex,y,5,1,gd
242500,576,mitchel,020,1625,gd,y,6,1,ta
335000,628,timber,060,1210,gd,y,9,2,gd
230000,312,grnhill,120,0,no_bsmt,y,5,0,no_fireplace
250764,518,timber,020,1632,gd,y,6,2,gd
228000,511,timber,020,1686,gd,y,6,1,ta
250000,693,timber,060,1216,gd,y,8,0,no_fireplace
312500,765,timber,020,1800,ex,y,7,1,gd
320000,714,timber,020,1728,ex,y,8,2,gd
369900,880,timber,020,1868,ex,y,7,2,gd
359900,682,timber,020,1838,gd,y,9,1,gd
