"sale_price","garage_area","neighborhood","ms_sub_class","total_bsmt_sf","bsmt_qual","central_air","tot_rms_abv_grd","fireplaces","fireplace_qu","gr_liv_area","lot_area","year_built","overall_qual","garage_cars","garage_qual","ms_zoning","lot_config","bldg_type"
222000,540,"crawfor",20,880,"gd","y",5,1,"gd",1680,21695,1988,6,2,"ta","rl","corner","one_fam"
147000,468,"idotrr",70,672,"ta","y",6,0,"none",1344,10690,1920,5,1,"ta","rm","inside","one_fam"
78000,189,"idotrr",70,596,"ta","n",6,0,"none",1192,6402,1920,5,1,"fa","rm","corner","one_fam"
239686,670,"mitchel",50,1434,"ex","y",6,1,"ex",2149,12822,2003,7,2,"ta","rl","cul_d_sac","one_fam"
240000,550,"mitchel",20,1710,"ex","y",7,1,"gd",1710,12118,2004,7,2,"ta","rl","cul_d_sac","one_fam"
215000,560,"mitchel",60,804,"ex","y",7,1,"ta",1961,12209,2001,6,2,"ta","rl","cul_d_sac","one_fam"
126000,539,"mitchel",90,0,"none","y",8,0,"none",1734,10125,1977,5,2,"ta","rl","inside","duplex"
152000,672,"mitchel",20,1582,"gd","y",5,0,"none",1595,11070,1991,5,2,"ta","rl","inside","one_fam"
315500,912,"timber",20,1620,"ex","y",6,1,"ex",1620,12898,2007,9,3,"ta","rl","inside","one_fam"
224500,650,"timber",60,846,"ex","y",6,0,"none",1692,13159,2009,7,2,"ta","rl","corner","one_fam"
410000,780,"timber",20,2190,"ex","y",9,1,"ex",2036,13438,2008,9,3,"ta","rl","corner","one_fam"
204000,440,"timber",60,712,"gd","y",7,1,"ta",2237,9839,1980,6,2,"ta","rl","cul_d_sac","one_fam"
315000,765,"timber",20,1838,"ex","y",8,1,"gd",1838,14601,2006,9,3,"ta","rl","inside","one_fam"
139500,384,"mitchel",20,1008,"ta","y",6,0,"none",1008,12518,1968,5,1,"ta","rl","inside","one_fam"
80000,286,"meadow_v",180,630,"gd","y",3,0,"none",630,1477,1970,4,1,"ta","rm","inside","twhs_ext"
88000,286,"meadow_v",160,546,"ta","y",6,0,"none",1092,2217,1970,4,1,"ta","rm","inside","twhs_ext"
131900,336,"mitchel",85,796,"gd","y",4,0,"none",796,7689,1972,5,1,"ta","rl","inside","one_fam"
165500,602,"mitchel",85,1097,"gd","y",4,1,"ta",1110,9101,1978,5,2,"ta","rl","corner","one_fam"
112000,0,"mitchel",20,833,"ta","y",5,0,"none",833,8780,1985,5,0,"none","rl","corner","one_fam"
130000,440,"mitchel",60,624,"gd","y",6,0,"none",1287,10429,1992,5,2,"ta","rl","inside","one_fam"
196000,714,"mitchel",20,1567,"ta","y",5,2,"ta",1567,9819,1977,6,2,"ta","rl","inside","one_fam"
173000,898,"mitchel",60,784,"ta","y",7,1,"ta",1632,10457,1969,5,2,"ta","rl","inside","one_fam"
176500,601,"n_ames",20,1184,"gd","y",6,1,"ta",1414,11029,1958,6,2,"ta","rl","corner","one_fam"
165000,420,"gilbert",60,680,"gd","y",7,1,"ta",1470,8139,1995,6,2,"ta","rl","inside","one_fam"
175000,406,"gilbert",60,729,"gd","y",6,1,"ta",1446,21872,1996,7,2,"ta","rl","fr2","one_fam"
286000,682,"stone_br",120,1593,"ex","y",5,1,"gd",1593,4923,2001,8,2,"ta","rl","inside","twhs_ext"
180000,506,"stone_br",120,1280,"gd","y",5,0,"none",1280,5070,1992,8,2,"ta","rl","inside","twhs_ext"
183000,460,"gilbert",60,932,"gd","y",7,1,"ta",1633,11184,1998,6,2,"ta","rl","corner","one_fam"
188000,431,"gilbert",60,773,"gd","y",8,1,"ta",1658,8000,1995,6,2,"ta","rl","inside","one_fam"
325000,656,"stone_br",60,1122,"gd","y",11,1,"gd",2504,11198,2005,9,3,"ta","rl","inside","one_fam"
115000,495,"gilbert",20,1632,"ta","y",7,2,"gd",1474,31220,1952,6,2,"ta","rl","fr2","one_fam"
133000,738,"gilbert",20,1488,"ta","y",6,1,"ta",1488,47280,1950,6,2,"ta","rl","inside","one_fam"
175500,576,"nw_ames",20,1422,"gd","y",7,1,"ta",1422,12090,1981,6,2,"ta","rl","inside","one_fam"
181900,598,"nw_ames",20,1260,"gd","y",6,0,"none",1260,10825,1983,7,2,"ta","rl","inside","one_fam"
272000,619,"nw_ames",60,1330,"gd","y",11,1,"ta",2872,12227,1977,6,2,"ta","rl","corner","one_fam"
161000,461,"nw_ames",20,1211,"gd","y",6,1,"po",1211,13068,1976,6,2,"ta","rl","corner","one_fam"
175000,540,"nw_ames",20,1126,"gd","y",6,0,"none",1126,15611,1977,5,2,"ta","rl","corner","one_fam"
185000,489,"nw_ames",60,738,"gd","y",7,1,"ta",2044,10400,1980,7,2,"ta","rl","inside","one_fam"
292500,1314,"nw_ames",60,1420,"gd","y",8,2,"gd",2840,12511,1978,7,4,"ta","rl","corner","one_fam"
205000,483,"nw_ames",60,803,"ta","y",8,1,"gd",1964,10480,1976,7,2,"ta","rl","inside","one_fam"
151000,460,"n_ames",20,1054,"gd","y",6,0,"none",1054,9750,1969,6,2,"ta","rl","fr2","one_fam"
111900,288,"n_ames",20,936,"gd","y",4,0,"none",936,10295,1969,4,1,"ta","rl","fr2","one_fam"
123000,576,"n_ames",20,864,"gd","y",5,0,"none",864,7560,1971,5,2,"ta","rl","inside","one_fam"
103400,264,"br_dale",160,483,"ta","y",5,0,"none",987,1680,1973,6,1,"ta","rm","inside","twhs_int"
100000,264,"br_dale",160,483,"ta","y",5,0,"none",987,1680,1973,6,1,"ta","rm","inside","twhs_int"
100500,352,"br_dale",160,483,"ta","y",5,0,"none",987,1890,1972,6,1,"ta","rm","inside","twhs_int"
106000,280,"br_dale",160,483,"ta","y",5,0,"none",987,1869,1970,6,1,"ta","rm","inside","twhs_int"
89500,264,"br_dale",160,483,"ta","y",5,0,"none",987,1680,1971,6,1,"ta","rm","inside","twhs_ext"
111750,264,"br_dale",160,630,"ta","y",6,0,"none",1302,1680,1972,5,1,"ta","rm","inside","twhs_int"
140000,440,"n_pk_vill",120,1069,"gd","y",4,0,"none",1069,4043,1977,6,2,"ta","rl","inside","twhs_ext"
143000,460,"n_pk_vill",160,855,"gd","y",7,0,"none",1456,2308,1975,6,2,"ta","rl","fr2","twhs_ext"
110000,264,"n_ames",20,864,"ta","y",5,0,"none",892,9477,1966,5,1,"ta","rl","corner","one_fam"
385000,1220,"nridg_ht",20,2078,"ex","y",7,1,"gd",2084,14803,2007,10,3,"ta","rl","inside","one_fam"
372402,866,"nridg_ht",20,1710,"ex","y",6,1,"gd",1710,13891,2007,8,3,"ta","rl","inside","one_fam"
383000,706,"nridg_ht",20,1950,"ex","y",7,1,"gd",1950,14418,2007,9,3,"ta","rl","inside","one_fam"
390000,850,"nridg_ht",60,1850,"ex","y",9,1,"gd",2748,13418,2006,9,3,"ta","rl","inside","one_fam"
379000,1003,"nridg_ht",60,1414,"ex","y",9,1,"gd",2331,12151,2005,9,3,"ta","rl","inside","one_fam"
412500,726,"nridg_ht",60,1572,"ex","y",10,2,"gd",2668,13688,2003,9,3,"ta","rl","inside","one_fam"
284000,871,"nridg_ht",60,998,"gd","y",8,1,"gd",2046,10625,2003,7,3,"ta","rl","inside","one_fam"
284000,732,"nridg_ht",20,1603,"gd","y",7,1,"ta",1575,10845,2003,8,3,"ta","rl","corner","one_fam"
192000,484,"nridg_ht",120,1367,"gd","y",6,1,"gd",1367,12304,2005,7,2,"ta","rl","corner","twhs_ext"
266000,564,"nridg_ht",120,1684,"ex","y",6,1,"ex",1684,8849,2005,9,2,"ta","rl","inside","twhs_ext"
155000,474,"nridg_ht",160,764,"gd","y",6,0,"none",1626,2448,2003,7,2,"ta","rl","inside","twhs_int"
154000,474,"nridg_ht",160,764,"gd","y",6,0,"none",1626,2448,2003,7,2,"ta","rl","inside","twhs_int"
195000,644,"blmngtn",120,1415,"gd","y",6,1,"ta",1455,3940,2003,7,3,"ta","rl","inside","twhs_ext"
219990,668,"blmngtn",120,1393,"gd","y",7,1,"ta",1576,3940,2004,7,3,"ta","rm","inside","twhs_ext"
159895,388,"blmngtn",20,1266,"gd","y",6,1,"gd",1266,3182,2007,7,2,"ta","rl","inside","one_fam"
190000,400,"gilbert",80,856,"gd","y",5,0,"none",1166,9587,2005,7,2,"ta","rl","inside","one_fam"
176000,400,"gilbert",60,728,"gd","y",8,0,"none",1456,8029,2005,6,2,"ta","rl","inside","one_fam"
213000,434,"gilbert",60,847,"gd","y",9,1,"gd",1986,8396,2003,7,2,"ta","rl","inside","one_fam"
186500,451,"gilbert",60,936,"gd","y",8,1,"ta",1792,10261,2000,6,2,"ta","rl","inside","one_fam"
226750,431,"gilbert",60,982,"gd","y",8,1,"ta",1892,8220,2000,7,2,"ta","rl","inside","one_fam"
185900,450,"gilbert",60,831,"gd","y",7,1,"ta",1651,8390,1999,7,2,"ta","rl","inside","one_fam"
315000,696,"no_ridge",60,1470,"gd","y",8,1,"ta",2630,9200,1998,8,3,"ta","rl","inside","one_fam"
291000,687,"no_ridge",60,1519,"ex","y",8,1,"ta",2172,11000,2000,9,3,"ta","rl","fr2","one_fam"
350000,938,"no_ridge",20,1982,"gd","y",5,1,"ta",2006,11675,1998,8,3,"ta","rl","inside","one_fam"
279500,576,"no_ridge",60,1064,"ex","y",12,2,"ta",2125,10990,1996,7,2,"ta","rl","cul_d_sac","one_fam"
290000,751,"no_ridge",60,1242,"gd","y",9,1,"ta",2501,11929,1995,8,3,"ta","rl","cul_d_sac","one_fam"
350000,839,"no_ridge",20,2109,"gd","y",7,1,"ta",2113,10437,1995,8,3,"ta","rl","inside","one_fam"
214000,668,"somerst",60,894,"gd","y",9,1,"gd",1933,14598,2007,6,3,"ta","rl","cul_d_sac","one_fam"
232000,824,"somerst",20,1574,"gd","y",7,1,"gd",1574,11957,2006,8,3,"ta","rl","inside","one_fam"
247000,480,"somerst",20,1460,"ex","y",6,1,"gd",1460,10037,2006,8,2,"ta","rl","corner","one_fam"
212700,588,"somerst",20,1363,"gd","y",6,0,"none",1372,8640,2007,8,2,"ta","fv","inside","one_fam"
250580,529,"somerst",20,1372,"ex","y",6,0,"none",1372,8640,2007,7,2,"ta","fv","inside","one_fam"
182000,480,"somerst",20,1428,"gd","y",6,0,"none",1428,11639,2007,7,2,"ta","fv","corner","one_fam"
226700,603,"somerst",60,866,"gd","y",7,0,"none",1768,9803,2005,7,2,"ta","fv","inside","one_fam"
250000,648,"somerst",60,1053,"ex","y",9,1,"gd",1992,9375,2003,8,2,"ta","fv","inside","one_fam"
339750,836,"somerst",60,1034,"ex","y",8,1,"gd",2078,10800,2007,8,3,"ta","fv","inside","one_fam"
207500,673,"somerst",60,864,"gd","y",7,0,"none",1728,8791,2003,6,2,"ta","fv","inside","one_fam"
141000,0,"sawyer_w",20,1080,"gd","y",6,0,"none",1080,7500,2004,7,0,"none","rl","inside","one_fam"
159000,576,"sawyer_w",20,1114,"ta","y",6,0,"none",1114,13695,2004,5,2,"ta","rl","inside","one_fam"
155000,576,"sawyer_w",20,1114,"gd","y",6,0,"none",1114,13695,2003,6,2,"ta","rl","inside","one_fam"
173000,520,"sawyer_w",60,798,"gd","y",6,0,"none",1640,8366,2004,6,2,"ta","rl","inside","one_fam"
170000,483,"sawyer_w",20,1162,"gd","y",6,0,"none",1162,9260,2007,7,2,"ta","rl","corner","one_fam"
182000,525,"sawyer_w",60,754,"gd","y",6,0,"none",1609,8453,1995,6,2,"ta","rl","inside","one_fam"
190500,627,"sawyer_w",60,827,"gd","y",7,0,"none",1677,8450,2001,6,2,"ta","rl","inside","one_fam"
193000,533,"sawyer_w",120,1604,"gd","y",5,1,"fa",1617,8012,1993,6,2,"ta","rl","inside","twhs_ext"
128000,384,"sawyer",20,984,"ta","y",5,1,"ta",984,9100,1963,5,1,"ta","rl","inside","one_fam"
144000,352,"sawyer",20,912,"ta","y",4,0,"none",912,12968,1962,5,1,"ta","rl","inside","one_fam"
135000,420,"sawyer",20,864,"ta","y",5,1,"ta",864,8100,1961,5,1,"ta","rl","inside","one_fam"
119916,276,"sawyer",20,864,"gd","y",5,0,"none",864,6360,1963,5,1,"ta","rl","inside","one_fam"
192000,484,"veenker",20,1430,"ta","y",6,2,"ta",1430,19508,1974,6,2,"ta","rl","inside","one_fam"
140000,490,"sawyer",50,1001,"gd","y",5,1,"gd",1641,10759,1972,5,2,"ta","rl","corner","one_fam"
290000,473,"no_ridge",60,930,"gd","y",9,2,"gd",2683,9205,1990,6,2,"ta","rl","inside","one_fam"
196000,530,"somerst",120,1391,"gd","y",5,0,"none",1391,4282,2004,7,2,"ta","fv","inside","twhs_ext"
178000,495,"somerst",120,1235,"gd","y",5,0,"none",1245,3435,2004,7,2,"ta","fv","corner","twhs_ext"
172900,440,"somerst",160,744,"gd","y",6,0,"none",1549,2280,1999,6,2,"ta","fv","inside","twhs_int"
305000,484,"somerst",120,1557,"gd","y",5,1,"ta",1557,4109,1999,9,2,"ta","fv","inside","twhs_ext"
170000,462,"somerst",160,672,"gd","y",5,0,"none",1404,2160,1999,7,2,"ta","fv","inside","twhs_int"
200000,480,"somerst",160,960,"gd","y",7,0,"none",1607,2645,1999,8,2,"ta","fv","inside","twhs_int"
345000,846,"somerst",160,970,"gd","y",7,1,"ta",2393,3951,1998,10,2,"ta","fv","inside","twhs_ext"
217500,477,"veenker",120,1230,"gd","y",4,1,"fa",1239,11064,1995,8,2,"ta","rl","cul_d_sac","twhs_ext"
162500,516,"veenker",20,1232,"gd","y",6,0,"none",1232,11120,1984,6,2,"ta","rl","cul_d_sac","one_fam"
205000,469,"somerst",60,952,"gd","y",7,1,"ta",1812,7500,2002,7,2,"ta","fv","inside","one_fam"
174000,530,"nw_ames",20,1304,"ta","y",7,1,"gd",1682,10400,1970,7,2,"ta","rl","inside","one_fam"
183000,516,"nw_ames",80,1427,"ta","y",7,0,"none",1427,11104,1969,6,2,"ta","rl","inside","one_fam"
140500,484,"nw_ames",90,1625,"ta","y",8,0,"none",1625,9750,1965,5,2,"ta","rl","inside","duplex"
240000,624,"nw_ames",60,1522,"ta","y",9,1,"ta",2614,10800,1974,6,2,"ta","rl","inside","one_fam"
141000,470,"n_ames",60,732,"ta","y",7,0,"none",1464,8814,1968,5,2,"ta","rl","inside","one_fam"
147000,576,"n_ames",20,912,"ta","y",5,0,"none",912,8872,1965,5,2,"ta","rl","corner","one_fam"
135000,576,"n_ames",20,912,"ta","y",5,0,"none",925,8125,1965,5,2,"ta","rl","inside","one_fam"
142600,576,"n_ames",90,1728,"ta","y",10,0,"none",1728,13101,1965,5,2,"ta","rl","inside","duplex"
135000,506,"nw_ames",90,1656,"ta","y",8,0,"none",1656,9246,1973,5,2,"ta","rl","inside","duplex"
173000,484,"nw_ames",60,800,"ta","y",7,0,"none",1632,9130,1966,6,2,"ta","rl","inside","one_fam"
176000,486,"nw_ames",60,832,"ta","y",9,1,"gd",1978,9900,1968,7,2,"ta","rl","inside","one_fam"
109008,352,"n_ames",20,907,"ta","y",5,0,"none",907,8593,1957,4,1,"ta","rl","inside","one_fam"
155000,525,"n_ames",20,1120,"ta","y",6,0,"none",1128,8700,1963,5,2,"ta","rl","inside","one_fam"
174900,490,"n_ames",80,1127,"ta","y",6,0,"none",1165,9020,1966,6,2,"gd","rl","inside","one_fam"
145000,504,"n_ames",20,1092,"gd","y",6,0,"none",1092,8250,1964,6,2,"ta","rl","inside","one_fam"
168500,520,"n_ames",80,1248,"ta","y",6,0,"none",1350,9020,1964,6,2,"ta","rl","corner","one_fam"
140000,451,"n_ames",20,1114,"ta","y",5,0,"none",1114,9900,1961,5,2,"ta","rl","corner","one_fam"
142000,528,"n_ames",20,1252,"ta","y",7,0,"none",1252,10721,1959,6,2,"ta","rl","inside","one_fam"
141000,312,"n_ames",20,1100,"ta","y",6,1,"po",1100,12493,1960,4,1,"ta","rl","inside","one_fam"
153000,264,"n_ames",20,1118,"ta","y",6,0,"none",1118,11332,1960,5,1,"ta","rl","corner","one_fam"
72500,287,"brk_side",20,0,"none","n",4,0,"none",720,6627,1949,3,1,"ta","rl","corner","one_fam"
118000,205,"brk_side",190,991,"ta","y",5,2,"ta",1077,7420,1939,5,1,"gd","rl","corner","two_fam"
87000,231,"brk_side",70,348,"ta","y",5,0,"none",906,4882,1937,4,1,"fa","rl","inside","one_fam"
119000,288,"n_ames",50,1032,"ta","y",6,0,"none",1252,9600,1950,6,1,"ta","rl","inside","one_fam"
141500,264,"n_ames",20,572,"ta","y",7,1,"gd",1337,9600,1950,5,1,"ta","rl","inside","one_fam"
165500,377,"n_ames",80,992,"ta","y",8,1,"ta",1661,9600,1955,6,1,"ta","rl","inside","one_fam"
112900,312,"n_ames",20,1036,"ta","y",5,0,"none",1036,7584,1953,5,1,"ta","rl","inside","one_fam"
201800,492,"n_ames",60,864,"ta","y",8,2,"gd",1820,13700,1965,7,2,"ta","rl","inside","one_fam"
163000,504,"n_ames",20,1362,"ta","y",6,1,"ta",1362,10197,1961,6,2,"ta","rl","inside","one_fam"
165000,296,"n_ames",80,1099,"gd","y",6,1,"gd",1431,9150,1962,6,1,"ta","rl","corner","one_fam"
227000,480,"n_ames",60,1104,"ta","y",9,1,"gd",1988,14670,1966,6,2,"ta","rl","inside","one_fam"
124000,336,"n_ames",20,1144,"ta","y",6,0,"none",1144,9204,1963,5,1,"ta","rl","inside","one_fam"
140000,506,"n_ames",20,931,"ta","y",6,0,"none",1283,7763,1962,5,2,"ta","rl","inside","one_fam"
136500,292,"n_ames",20,1176,"ta","y",6,2,"gd",1176,8856,1957,5,1,"ta","rl","inside","one_fam"
163000,433,"n_ames",20,1261,"ta","y",6,1,"ta",1261,9120,1958,6,2,"ta","rl","inside","one_fam"
166800,441,"n_ames",20,1395,"ta","y",5,1,"ta",1570,13200,1958,6,2,"ta","rl","inside","one_fam"
139000,297,"n_ames",20,1196,"gd","y",6,1,"gd",1196,9000,1956,6,1,"ta","rl","inside","one_fam"
136000,288,"n_ames",20,1080,"ta","y",5,0,"none",1080,9464,1958,6,1,"ta","rl","corner","one_fam"
133000,384,"n_ames",20,1104,"ta","y",5,0,"none",1104,10425,1956,5,1,"ta","rl","inside","one_fam"
116000,240,"n_ames",20,720,"ta","y",4,0,"none",882,11556,1952,5,1,"ta","rl","inside","one_fam"
137500,636,"n_ames",20,1152,"ta","y",6,0,"none",1152,9373,1953,5,2,"ta","rl","corner","one_fam"
89900,390,"old_town",20,0,"none","n",3,0,"none",869,10122,1948,4,1,"fa","rl","inside","one_fam"
86900,308,"old_town",30,672,"ta","y",4,0,"none",672,5400,1940,4,1,"ta","rl","corner","one_fam"
139000,1488,"old_town",50,892,"ta","y",7,1,"gd",1436,10836,1922,5,4,"fa","rl","inside","one_fam"
106250,0,"old_town",190,0,"none","n",7,0,"none",1294,10800,1900,4,0,"none","rl","inside","two_fam"
139000,372,"n_ames",20,912,"ta","y",5,1,"fa",1044,10180,1968,5,2,"ta","rl","corner","one_fam"
94000,576,"n_ames",20,876,"fa","y",5,1,"ta",876,7200,1951,5,2,"ta","rl","inside","one_fam"
98300,420,"n_ames",20,0,"none","y",7,0,"none",1048,7200,1950,5,2,"ta","rl","inside","one_fam"
159000,311,"n_ames",20,1256,"ta","y",6,0,"none",1256,8000,1959,5,1,"ta","rl","inside","one_fam"
125900,299,"n_ames",20,1027,"ta","y",6,0,"none",1027,8000,1962,5,1,"ta","rl","inside","one_fam"
112500,280,"n_ames",45,936,"ta","y",4,0,"none",984,6390,1954,6,1,"ta","rl","corner","one_fam"
105500,528,"n_ames",45,832,"ta","y",4,0,"none",832,7227,1954,6,2,"ta","rl","corner","one_fam"
130000,0,"n_ames",90,1800,"ta","n",10,0,"none",1800,8513,1961,5,0,"none","rl","corner","duplex"
150000,480,"n_ames",50,768,"ta","y",6,0,"none",1588,7200,1955,5,2,"ta","rl","inside","one_fam"
109500,350,"n_ames",20,825,"ta","y",4,0,"none",825,7200,1954,5,1,"ta","rl","inside","one_fam"
140000,483,"n_ames",60,780,"ta","y",8,1,"ta",1796,7056,1963,6,2,"ta","rl","inside","one_fam"
167900,442,"n_ames",60,780,"ta","y",7,0,"none",1611,9760,1964,6,2,"ta","rl","inside","one_fam"
143000,308,"old_town",20,192,"ta","n",7,0,"none",1133,9836,2008,6,1,"ta","rm","inside","one_fam"
73000,504,"old_town",30,680,"fa","n",4,0,"none",764,5232,1925,5,2,"ta","rm","inside","one_fam"
111000,330,"old_town",70,680,"ta","n",6,0,"none",1360,4800,1910,5,1,"fa","rm","inside","one_fam"
256000,520,"old_town",50,1510,"gd","y",8,2,"ta",2792,10440,1920,6,2,"fa","rm","corner","one_fam"
64000,256,"old_town",30,672,"fa","y",4,0,"none",672,4800,1940,5,1,"ta","rm","corner","one_fam"
139500,308,"old_town",75,728,"ta","y",7,0,"none",1456,6000,1915,6,1,"fa","rm","inside","one_fam"
119164,440,"old_town",50,801,"ta","y",8,0,"none",1656,7628,1940,4,2,"ta","rm","inside","one_fam"
122250,225,"old_town",50,936,"ta","n",6,1,"gd",1740,7308,1920,5,1,"fa","rm","corner","one_fam"
120000,0,"old_town",30,931,"ta","y",5,1,"ta",1027,5400,1920,7,0,"none","rm","inside","one_fam"
155000,828,"old_town",190,884,"ta","y",8,2,"gd",1436,10800,1940,6,2,"ta","rm","inside","two_fam"
115000,250,"old_town",20,789,"ta","y",5,0,"none",789,6000,1948,5,1,"ta","rm","inside","one_fam"
147000,528,"old_town",20,924,"ta","y",6,0,"none",1122,12000,1948,5,2,"ta","rm","inside","one_fam"
140000,869,"old_town",50,904,"ta","y",5,1,"po",1499,9000,1946,5,3,"ta","rm","corner","one_fam"
112500,288,"old_town",20,928,"ta","y",5,0,"none",928,6000,1957,5,1,"ta","rm","inside","one_fam"
295000,870,"old_town",75,1470,"ta","y",10,1,"ex",3493,18386,1880,7,3,"ta","rm","inside","one_fam"
153900,720,"old_town",50,876,"ta","y",7,1,"gd",1416,12665,1915,5,3,"ta","rm","inside","one_fam"
98000,513,"old_town",70,624,"ta","n",7,0,"none",1344,4571,1916,5,3,"fa","rm","inside","one_fam"
129500,396,"old_town",75,735,"gd","n",8,1,"gd",2058,9600,1917,6,2,"fa","rm","inside","one_fam"
161000,360,"old_town",70,689,"ta","y",7,1,"gd",1378,9600,1928,7,2,"ta","rm","inside","one_fam"
163000,672,"old_town",190,482,"fa","n",7,1,"ta",1912,10800,1905,6,2,"gd","rm","inside","two_fam"
116900,288,"old_town",50,572,"ta","y",5,1,"gd",1111,5700,1926,7,1,"ta","rm","inside","one_fam"
97000,308,"old_town",20,0,"none","y",4,0,"none",882,12702,1956,5,1,"ta","rm","inside","one_fam"
108000,252,"brk_side",50,672,"ta","y",8,0,"none",1668,7425,1945,7,1,"ta","rm","corner","one_fam"
153000,240,"brk_side",50,1024,"ta","y",6,1,"gd",1738,7010,1935,5,1,"ta","rl","inside","one_fam"
124000,240,"brk_side",50,672,"ta","y",6,0,"none",1210,5000,1941,5,1,"ta","rm","inside","one_fam"
164900,240,"brk_side",50,981,"ta","y",6,1,"gd",1672,6000,1940,6,1,"ta","rm","inside","one_fam"
120000,208,"brk_side",50,862,"ta","y",5,1,"gd",1158,6000,1929,6,1,"ta","rm","corner","one_fam"
115000,355,"brk_side",50,565,"ta","y",6,1,"gd",1216,5520,1920,5,1,"fa","rm","fr2","one_fam"
79000,280,"brk_side",20,NA,"none","y",4,0,"none",896,5940,1946,4,1,"ta","rm","fr3","one_fam"
81300,164,"brk_side",30,0,"none","n",6,0,"none",808,6120,1945,5,1,"ta","rm","inside","one_fam"
162900,360,"brk_side",50,1078,"ta","y",8,1,"gd",1573,6240,1930,5,2,"ta","rm","inside","one_fam"
68500,240,"brk_side",30,520,"ta","n",4,0,"none",520,6324,1927,4,1,"fa","rm","inside","one_fam"
145000,240,"brk_side",50,883,"ta","y",8,0,"none",1505,9144,1940,5,1,"ta","rl","inside","one_fam"
130000,275,"brk_side",30,816,"ta","y",5,0,"none",838,10267,1918,6,1,"ta","rl","inside","one_fam"
161000,228,"old_town",70,588,"ta","y",7,1,"gd",1666,5100,1925,8,1,"ta","rm","inside","one_fam"
141000,400,"idotrr",50,1272,"ta","y",9,1,"gd",1969,6876,1938,6,2,"ta","rm","inside","one_fam"
120000,400,"idotrr",50,880,"ta","y",6,0,"none",1308,10320,1915,5,2,"fa","rm","inside","one_fam"
127500,320,"idotrr",30,1040,"ta","y",5,0,"none",1040,7200,1925,6,2,"ta","rm","corner","one_fam"
79900,0,"old_town",50,901,"ta","y",7,0,"none",1198,5586,1920,6,0,"none","rm","inside","one_fam"
82375,0,"idotrr",190,536,"ta","n",8,0,"none",1344,10320,1915,3,0,"none","rm","inside","two_fam"
124000,240,"sawyer",20,1046,"ta","n",6,0,"none",1054,9488,1947,5,1,"ta","rl","inside","one_fam"
134000,322,"sawyer",20,952,"ta","y",5,1,"ta",1211,8250,1968,5,1,"ta","rl","inside","one_fam"
134432,680,"clear_cr",50,0,"none","y",7,1,"gd",1588,17120,1959,4,2,"ta","rl","inside","one_fam"
127500,0,"edwards",190,644,"ta","y",6,0,"none",1355,10106,1940,5,0,"none","rl","inside","two_fam"
148000,440,"sawyer",85,981,"gd","y",6,0,"none",1075,11235,1963,5,2,"ta","rl","corner","one_fam"
129500,384,"sawyer",20,1040,"ta","y",5,0,"none",1040,11200,1965,5,1,"ta","rl","inside","one_fam"
157500,484,"sawyer",80,1008,"ta","y",6,1,"fa",1096,13014,1978,6,2,"ta","rl","inside","one_fam"
130000,450,"sawyer",20,894,"ta","y",5,0,"none",894,9764,1967,5,2,"ta","rl","fr2","one_fam"
153000,504,"sawyer",85,450,"gd","y",6,1,"po",1034,7703,1978,6,2,"ta","rl","cul_d_sac","one_fam"
152000,506,"sawyer",85,1060,"gd","y",5,0,"none",1126,7400,1984,5,2,"ta","rl","cul_d_sac","one_fam"
108959,400,"sawyer",90,1198,"gd","y",6,0,"none",1258,12900,1969,4,2,"fa","rl","inside","duplex"
95541,400,"sawyer",190,1300,"ta","y",6,0,"none",1140,12900,1920,5,2,"ta","rl","inside","two_fam"
80000,0,"sawyer",20,1006,"ta","y",5,0,"none",1006,9000,1959,5,0,"none","rl","inside","one_fam"
149350,271,"sawyer",20,1228,"ta","y",6,0,"none",1228,8544,1966,5,1,"ta","rl","cul_d_sac","one_fam"
185000,621,"sawyer",20,988,"ta","y",4,1,"ta",1188,14175,1956,6,2,"ta","rl","inside","one_fam"
235000,564,"clear_cr",20,1602,"gd","y",4,1,"gd",1252,13500,1960,6,2,"ta","rl","inside","one_fam"
140000,300,"sawyer",80,533,"ta","y",6,0,"none",1601,13825,1958,5,1,"ta","rl","inside","one_fam"
192000,505,"clear_cr",60,1160,"gd","y",8,1,"ta",2022,10005,1977,7,2,"ta","rl","inside","one_fam"
125600,249,"edwards",50,570,"ta","y",5,1,"gd",1079,5190,1948,7,1,"ta","rl","inside","one_fam"
155000,495,"edwards",20,1094,"ta","y",5,2,"gd",1094,10452,1953,6,2,"ta","rl","inside","one_fam"
260000,0,"edwards",30,1580,"ta","y",5,2,"gd",1518,19550,1940,5,0,"none","rl","inside","one_fam"
185000,396,"edwards",50,1163,"gd","y",8,1,"gd",1674,21780,1918,6,2,"ta","rl","inside","one_fam"
99600,0,"edwards",90,864,"gd","n",4,0,"none",864,9350,1975,5,0,"none","rl","inside","duplex"
134500,280,"edwards",60,621,"ta","y",7,0,"none",1269,9360,1962,6,1,"ta","rl","corner","one_fam"
107500,0,"edwards",190,1117,"gd","y",5,0,"none",1347,7000,1910,5,0,"none","rl","inside","two_fam"
125000,240,"edwards",190,1164,"ta","n",5,0,"none",1164,10880,1950,5,1,"ta","rl","inside","two_fam"
79000,0,"edwards",50,572,"ta","n",5,0,"none",1096,9600,1924,6,0,"none","rl","corner","one_fam"
